"No","User Name","Review Count","Review Time","Rating","Review Text"
"1.","nina aimasari","11","2025-12-25","5","nggak nyesel pilih crowne diantara banyak hotel2 baru di bandung. bener bener experience menyenangkan nginep disini semua staff nya ramah ramah banget apalagi bawa anak kecil disini pasti happy banget. kids club super bersih dan terawat poolnya besar tempat ganti baju bersih banget. executive lounge access nya juga bener2 worth it makanannya enak semua. breakfastnya banyak banget pilihannya dan enak semua nggak ada yang fail. the best hospitality 👍 dari semua hotel yang pernah keluarga saya tempatin ini salah satu hotel yang semua staff nya paling ramah. beneran semua nya ramah2 dan baik2 banget. special thank you buat mbak Rahayu pengalaman liburan anakku jadi sangat menyenangkan definitely coming back for the next trip ❤️"
"2.","Frisca Widianti","8","2025-12-18","5","Suka sekali staycation di hotel ini, one of the most my fav Hotel. Fasilitas lengkap ada swimming pool, gym, kids club nya nyaman sekali. Kamar dan kamar mandi nya bersih, rapih dan lengkap. Makanan saat breakfast enak, banyak ragam dan ga ada yang failed satupun, salah satu favorit saya itu di coffee corner nya dan pastry nya juara!! Servicenya juara semua nya benar2 tulus dalam memberikan service, semua staff nya ramah, full senyum dan sangat helpfull. Sempat ketinggalan barang dan disimpan dengan baik. Kalo ada kesempatan, kami akan menginap kembali disini."
"3.","Riska Masita","7","2025-12-08","5","Hotel ini gak tau lg harus menggambarkannya kaya apa ini hotel terbest bangettt pokonya!!! Oke mulai dari awal Lobi 1. Begitu kita sampai dilobi kita lgsg disambut ramah bpk securitynya untuk diarahkan ketempat parkir. Bener2 sudah mulai terasa dimanjakan sbg tamu. Gak sampai situ saja, setelah itu sya turun dan lgsg disambut ramah sama petugas2 yg berjaga di pintu masuk lobi. Resepsionis 1. Sayangnya sya lupa nama yg melayani sya untuk proses check ini, petugasnya jg ramah informatif helpful, dan yg lebih surprise lg tiba2 kami mendapatkan free upgrade kamar dari tipe kamar yg kami pesan dari pihak hotel. Ko bs? saking senengnya sya lupa dan gak fokus knp bs detailnya, yg sya inget ada bahasa guest terpilih. Terimakasihhhh 😍 Kamar (smooking room) 1. Kalau soal kamar kita req smooking room tp bau rokoknya dilorong jg tdk menyengat, kamar super clean!!! Karpet, sprei, bantal, sofa, furniture all good and clean!! Jendela besar pemandangan bagus. 2. Kamar mandi jg bersih bgt bathtub yg menghadap jendela pemandangan, shower, toilet smua bersih sampai lantai2 kamar mandinya pun mengkilat. 3. Kalau kelengkapan pasta gigi, comb dll itu gak usah ditanya lagi lengkap bgt. 4. Gak hanya sampai disitu malamnya kami di hubungi via WA dari pihak hotel, mreka menanyakan apakah ada kendala pada kamar yg kami tempati. Wah mreka masih memikirkan kenyamanan kita pd saat didlm, sya gak tau apakah ini memang SOP dari pihak hotel. Tp ini membuat kami sgt nyaman dan dimanjakan. Dan Yg pastinya dari kami tdk ada kendala apapun pd kamar, smuanya perfect.!!! Note: kalau ada yg gak suka dingin, ac dimatikan pun kamar tetap sejuk dan tidak lembab. Sarapan 1. Kalau soal sarapan jgn diragukan lagi banyak variannya lengkap, semua rasa masakannya jg enak tdk dimasak secara asal2an semuanya diprepare dgn baik. 2. Bukan hanya makanannya saja, semua pelayanannya dari petugas2nya sangatlah ramah helpfull smua bekerja sesuai sectionnya, piring2 yg kotor lgsg segera diangkat, dan menanyakan dan menawarkan sgala sesuatu pun dgn ramah kpd tamu. Terima kasih ka melody yg sudah melayani kami yaaa. Kesimpulannya Hotel ini bnr2 sangat terbaik!! Terima kasih hotel Crowne plaza. Pastinya sya akan datang kembali. 🥰😍"
"4.","Tiya Inggriyani","76","2025-12-08","5","Hotel bintang 5 yang lokasinya sangat strategis untuk menjajal lokasi viral ditengah kota, cocok sekali untuk yg mau keliling Braga dan sekitarnya dengan berjalan kaki. Experience jalan2 sore atau jalan malamnya dapet bgt. Krn Braga sekitar sudah sangat sulit jika bawa kendaraan khususnya di weekend ya. Pelayanannya baik sekali, karena bintang 5 ya, memberikan alternatif solusi dari situasi yg dihadapi konsumen. Saya sangat terkesan dengan kamar mandi yg dibuat seperti yg mereka miliki. Minim bocor air jd tidak becek, ada sekat keramiknya, permukaan lantai part showernya menurun & ada tampungan cekung memanjang sebelum ke lubang air. Jd air kotor tidak kena ke kaki lg. Kemudian handuknya bersih banget🤩 saya sangat suka kebersihan handuk kamarnya. Makanan di resto nya jg sangat beragam, real resto hotel bintang 5 yaa 👍🏻 namun untuk alat makannya agak kurang nyaman krn hanya bs pakai yg dimeja, Segitu dulu aja.. happy staycation"
"5.","Fitriani Kembar","35","2025-12-18","5","HIGHLIGHT dariku hotel Crowne Excellent dalam PELAYANAN! Highly appreciate buat 3 staff di lobbi depan yg gercep bantu aku yg datang sendirian dg kerempongan bawa 2 anak, bahkan salah satu staff notice sepatu anakku cuma sebelah lalu staff lain lari kejar grab buat ambil sepatu anakku.. thanks bgt bapak2 yg bekerja dg hati. Fasilitas sudah termasuk lengkap buat agenda staycation krna sdh dilengkapi dg playground & kolam renang yg ramah anak Kamar sgt bersih dan rapi hanya minus ga ada harum2an aja Makanan cukup beragam tapi dari segi rasanya menurutku perlu ditingkatkan lagi! saya cobain pecelnya dikasi yg udah dicampur2 entah dari jam brp itu jd ky blenyek (lembek gmn) ditambah adem rasanya hambar padahal saya penyuka pecel dan jarang sekali menemui pecel failed tp ini failed bgt sih"
"6.","yunanti ratnawati","4","2025-12-25","5","Overall oke, hanya kamar aja, view kamar kami depan pipa-pipa. But yang lain seperti kids club, poolnya anak2 suka banget, tempat gym juga luas dan lengkap, keramahan dalam pelayanan ok banget, terutama Mas Lukman di bagian resto, sangat ramah dan beberapa kali menawarkan bantuan untuk mengambilkan makanan. Karyawan yang seperti ini, layak dapat apresiasi. Bravo, Crown. Next kami ke sini, jangan dikasih kamar view pipa2 lagi ya"
"7.","Siti Sofiah","5","2026-01-01","5","Kamar nya luas, bersih, sesuai dengan pesanan. Fasilitas hotel nya lengkap Tapi ada yg kurang sih, kemarin dapet kamar yg krannya copot jadi untuk pakai showernya agak susah"
"8.","August Tiara","41","2025-12-25","5","Menurut aku hotel bukan hanya soal kamar yg nyaman, tapi pelayanan yg super ramah juga pasti bikin kita nyaman. Di sini smua staffnya ramah2 banget😍kamarnya pun bersih meskipun pakai karpet ga ada debu, makanan breakfastnya juga super lengkap."
"9.","Ria Istiningsih","4","2026-01-01","5","Hotel nyaman skali.pelayanan is the best smua staff helpfull peduli dg tamu.proses check in cepat.lokasi strategis.parkiran mobil bnyk paling suka dg hotel yg menyediakan parkir mobil dg tmpt yg bnyk.. Trims crowne hotel"
"10.","Nugraha","1","2026-01-01","5","layanan di hotel sangat ramah, untuk kamar juga nyaman sekali lalu saat breakfast makanannya enak enak semua, terima kash ba fitri dan ba nakira"
"11.","kwan","131","2026-01-01","5","Pelayanan ramah dan bagus, kebersihan bagus, rapi, fasilitas lengkap, kamar bersih, breakfast beragam macam dan lengkap, rasa tergantung masing, bagi saya lumayan enak"
"12.","Ummu Early","8","2025-12-08","5","Alhamdulillah menginap di hotel ini sangat bersih, dan juga nyaman. Fasilitas nya lengkap ada Playground buat anak2. Makanan saat breakfast sangat lengkap dan berlimpah, tentunya enak. Pelayanan nya sangat ramah dan helpfull, apalagi di bantu pelayanannya oleh mas faid. Lokasi hotel sangat dekat bisa berjalan kaki ke Braga dan juga asia Afrika. Tentu jika ada kesempatan kita akan kembali lagi menginap disini. Terimakasih 💕"
"13.","Arryu 2026","1","2025-12-25","5","Pengalaman yang menarik dan menyenangkan, dengan lokasi strategis dekat dengan braga. Sarapan yang lengkap menunya mo eskrim, aneka masakan telor, soto, sosis, dll yang memanjakan lidah untuk menyantapnya."
"14.","Mas Agung Chandra","71","2025-12-08","5","Saya sangat puas menginap di Crowne Plaza Bandung. Pelayanan hotelnya sangat baik, staf ramah dan responsif. Kamar yang saya tempati luas, bersih, dan sangat nyaman. Lokasinya juga sangat strategis karena berada di pusat kota, sehingga mudah menjangkau berbagai tempat. Menu sarapan paginya beragam dengan banyak pilihan makanan yang enak dan berkualitas. Secara keseluruhan, pengalaman menginap di sini sangat menyenangkan dan layak direkomendasikan. Saya pasti akan kembali lagi jika berkunjung ke Bandung."
"15.","Ade Havidz","6","2026-01-01","5","Selama menginap 2 hari Alhamdulillah pelayanan & staff nya ramah terutama Pak Deden yang membantu melayani breakfast kami, lokasi hotel ini sangat strategis"
"16.","Eka Yuli","13","2026-01-01","5","Kamar bersih dan luas, tempat tidur juga nyaman, breakfast banyak variasinya dan rasanya enak. Tempat juga strategis apalagi untuk wisatawan yg berniat kuliner di kota Bandung"
"17.","Faecia Christantie","2","2026-01-01","3","Kamarnya lumayan besar hanya sayang kasurnya gak empuk gak sesuai expectasi untuk type bintang 5 bantalnya keras Kami menginap 4 mlm mlm pertama AC nya di lantai 15 rusak hingga kepanasan bsknya kami dipindah ke lantai 19 gak bisa tidur krn AC nya super dingin padahal temperatur udh ampe diatas normal Bfast nya variasi banyak bngt rasa lumayan aja Poolnya lumayan oke lah bnyk tempat bermain unt anak2 Overall 7 dari 10 kalo bagi saya"
"18.","RENDY RAMADHANA WAHYUDI","2","2025-11-08","5","Sangat direkomendasikan dan worth every penny! ​Pengalaman menginap saya di sini benar-benar memuaskan, mulai dari proses check-in yang mulus, hingga kualitas fasilitas yang disediakan. Pemandangan mountain view yang menakjubkan, serta adanya gym 24 jam menjadi nilai tambah yang luar biasa. ​Bagian yang paling berkesan adalah sesi sarapan. Variasi menu yang ditawarkan sangat beragam dan lezat, namun yang membuat pengalaman ini istimewa adalah hospitality yang sangat tinggi. ​Saya ingin menyampaikan penghargaan khusus kepada Mba Sonia atas keramahtamahan dan bantuan sigap yang diberikan, mulai dari menawarkan bantuan hingga membantu mengantarkan pesanan makanan dan minuman kami. Layanan personal seperti ini benar-benar meningkatkan kenyamanan tamu. ​Very recommended! Pertahankan kualitas dan pelayanan luar biasa ini. Keep up the good work!"
"19.","yadigusti","1","2026-01-02","5","saya suka atas pelayanan mereka resto mosaic,makannya gak pernah bikin bosen kamarnya bagus,sama pelayanan waiter atas nama fajrin sama faid sangat bikin saya puas terimakasihh Crown Plaza"
"20.","Lindsay Silvana","7","2025-12-08","5","Pertama kali nginep disini Kamar oke luas,seprei,handuk semua bersih putih,service oke staff ramah2 semua. Breakfastnya oke2 semua. Cuman dpt yg connecting room gan bisa tidur karna yg nginep disbelah brisij bgt ternyata ngobrol kecil aja kedengaran. Trus jalan kaki jg kedengeran bgt. Kurang kedap suara ruangannya."
"21.","Suwarini Ina","37","2026-01-01","5","Hotel yg letaknya sangat strategis dekat kemana2, staf nya ramah2, terima kasih untuk bpk Deden yang sudah sangat membantu saat breakfast"
"22.","Devita Kusniawati","4","2025-12-08","5","Pengalaman luar biasa.... Untuk kamarnya luas, bersih, sangat nyaman.Kebetulan kami dapat kamar posisi corner sehingga dapat view dari 2 jendela. Terima kasih utk request kami cake ultah dan decor simplenya yg free. Untuk breakfastnya sangat variatif dan enak semuanya. Sekali lagi terima kasih Crowne Plaza Bandung. Next bisa dijadikan tempat kami stay cation kembali....🥰🙏"
"23.","aulia sae rahman","5","2025-12-08","5","My first experienced menginap di hotel ini..pertama masuk lobby nya saja vibesnya sudah wah banget..pas masuk kamar ukurannya besar dan fasilitas kamarnya juga lengkap..yg paling berkesan itu sarapannya.. lengkap banget dari menu utamanya, bakery, sampe menu tradisional juga ada..ditambah rasanya joss banget. Bakalan rekomendasi hotel ini ke tmn2 di kantor."
"24.","ademadon adon","207","2025-12-08","5","Hotel yg bagus dan nyaman. Fasilitas cukup memadai, pelayanan bagus,cekatan dan cepat.makanan enak2 dan cukup beragam pilihan nya. Kamar nyaman dan cukup luas. Entertainment d kamar cukup beragam.wifi cukup kencang.kamar mandi cukup bersih. Hanya saja dnusulkan utk menaruh keset karet d bawah shower utk meminimalkan kejadian terpeleset Krn lantai yg basah dan licin."
"25.","Kenindras","7","2025-12-25","5","Semuanya oke.. Kamar enak, kolam renang di nak, view bagus, tempat gym oke, makanan sarapan nya bervariasi.. Best 👍🏻"
