"No","User Name","Review Count","Review Time","Rating","Review Text"
"1.","jovi8331","2","2026-01-02","5","Hotelnya nyaman, kamar bersih, untuk breakfast banyak opsi dan pelayanan hotel ini cepat. lokasi kalau dari pintu tol Pasteur sangat strategis. Makasih kepada waiter namanya Natasya sudah bantu orang tua saya saat penyajian Kopi saat breakfast"
"2.","Rosalina Irham","1","2026-01-02","5","Kalau Hotel Holiday Inn saya tidak pernah ragukan. Sangat perfect buat kita mau liburan apalagi business. Sudah pasti Holiday inn menyediakan Chef2 handal, makanannya enak2 dan rasanya sangat nyummi, tadi malam kami makan nasi goreng, semua tamu kami nilai nya 10/10. Sarapan pagi super duper komplit. Dan enak2. Kamar juga luas, bersih. Tempat strategis. Suami saya bilang tadi, next ke bandung akan kesini saja."
"3.","Alya Humaira","1","2026-01-02","5","Meeting package yang ditawarkan hotel ini cukup memadai untuk kebutuhan kegiatan bisnis. Ruang meeting bersih, nyaman, dan tertata rapi. Peralatan pendukung seperti proyektor dan sound system berfungsi dengan baik. Konsumsi yang disediakan sesuai standar meeting dan pelayanan dari staf cukup responsif terutama bu megah indoureen yg serta membantu selama kegiatan berlangsung. Secara keseluruhan, meeting package ini dapat menjadi pilihan yang baik untuk pertemuan kerja."
"4.","ferani Alphasa","8","2026-01-02","5","Pelayanannya memuaskan, kamar bersih. Makanan enak sarapan beragam, banyak menunya. Mba indri as waiters sangat membantu dan melayani tamu. Thankyou mba"
"5.","beril untari","7","2026-01-02","5","Walau hotelnya lagi full tapi pelayanan staffnya above and beyond bgttt, makanannya beragam dari kemarin dan sangat enak2, pelayanannya cepat dan ramah, customer service oriented terutama staff Indri yang sigap dan cekatan dalam membantu. We have a great time here."
"6.","Rini Sulistyowati","5","2025-12-19","5","Menginap di Holiday Inn Bandung benar-benar pengalaman yang menyenangkan. Pelayanannya ramah dan responsif, dari proses check-in sampai check-out semuanya terasa smooth dan profesional. Kamarnya bersih, rapi, dan nyaman, dengan housekeeping yang konsisten menjaga kebersihan setiap hari. Tempat tidurnya empuk, kamar mandi bersih, dan overall bikin istirahat jadi maksimal. Untuk makanan juga jadi highlight. Pilihan menu cukup beragam, rasanya enak, dan kualitasnya terjaga. Sarapan paginya lengkap dan fresh, cocok buat mulai hari dengan nyaman. Overall, Holiday Inn Bandung sangat recommended untuk staycation maupun perjalanan bisnis karena kenyamanan, pelayanan, dan kualitas makanannya."
"7.","Ahmad Ferza","47","2026-01-02","5","Akses lokasi pinggir jalan utama, sangat memudahkan. Dan kamar yg kita pesan biasa lah ya termasuk breakfast, tapi ternyata dinner juga dan ada barbeque an..seru deh. Oia ada kolam renang juga yg ramah anak. Parkir juga aman sampai Basement lt 2. So far nyaman dan menyenangkan. Thanks"
"8.","Leon-Kha Channel","2","2026-01-02","5","Kamarnya sangat besar dan luas serta sangat nyaman sekali. Sarapannya banyak pilihan dan kita bisa memilih apa yang kita suka. Pelayanan dari mba Bunga sangat ramah dan sangat mensupport tamu. Over all Hotel Holiday Inn ini sangat rekomendasi buat keluarga, anak anak dan pasangan."
"9.","Anastasia Rozalia Sigit Safitri","10","2025-12-09","5","⭐️ 100/10 — HOTEL TERBAIK, TITIK 😍🔥 Dari awal masuk sampai pulang, hotel ini bikin aku senyum terus 😭✨ Kamarnya bener-bener bersih, wangi, dan super nyaman. Tempat tidurnya empuk parah, lighting kamarnya aesthetic banget, dan setiap sudutnya keliatan dirawat. Rasanya masuk kamar langsung pengen rebahan seharian 😴💖 Staff-nya? GILA SIH RAMAH BANGET 😭❤️ Pelayanan cepat, helpful, dan selalu senyum. Bener-bener bikin ngerasa dihargai sebagai tamu. Mau minta apa pun, langsung di-handle tanpa ribet 🤩👌 Fasilitasnya juga lengkap dan semuanya keliatan terawat. Pokoknya vibes hotel ini tuh “tenang, nyaman, dan bikin betah LEVEL DEWA” 😆🙌 Singkatnya: HOTEL INI DEFINISI PERFECT. 100/10. Ga ada debat. Bakal balik lagi tanpa mikir dua kali 💯✨🏨 Kak Natasya"
"10.","Aura","28","2025-12-26","5","kemarin book kamar yg smoking room tapi sukaa bgt room gak bau rokok alias bersih bgt dan ada terasnya gituu. pas breaksfast banyak bervariasi, disini bisa berenang dan disebelah kolam ada billiard. bisa akses gym jugaa yg cukup banyak alat dan lumayan luas, trs bisa lanjut sauna—special thanks to kak nia, yg banyak bantu pas stay disini ✨"
"11.","Dinna Anastasya","12","2025-12-26","5","Kamarnya luas…tempatnya cozy banget, nyaman utk anak”…sarapannya lengkap, fasilitasnya lengkap, ada fitness, spa, billiar dan pingpong jg ada, bakal jadi hotel langganan kyknya, hehehe"
"12.","Meilan EPC","3","2026-01-04","5","Dari luar hotel nya terlihat sederhana, tapi dalamnya ternyata gedung nya banyak, kamarnya nyaman, dalamnya luas, restonya mewah jg, makanannya lengkap dan enak, percantik bagian luar gedung biar lebih menarik👍🥰"
"13.","Lucky 999","2","2025-12-26","5","View sunset dari kamar lt 7, cakep. Tapi sunrisenya lebih cakep lagi. Sarapannya bervariasi, tidak ada yang membosankan. Bahkan wedang rondenya juga sangat menyegarkan. Amazed dgn mampirnya mas Jeremy ke meja kami just to say hello and give warmest greeting... Very friendly. Good job ..."
"14.","Dewi Nastiti","2","2026-01-02","5","HOTELNYA BAGUSSSS BANGETTT makanannyaa enak enakk variannya banyak kamarnya baguss cocok banget buat liburan bareng keluargaa!!! Pelayannya juga okee bangett +++ Kak Natasya BESTT SIHH super ramahh dan membantu banget BESTT HOTEL EVERRR"
"15.","Oktavia Aline","5","2025-12-19","5","Makanannya enak², sangat bervariatif, staf nya ramah². Kamarnya luas, bersih, fasilitas lengkap dan seneng banget donk dpt upgrade kamar gratis. Next klo ke bdg menginap disini lg.. ❤️"
"16.","Gusny Aufa Yuarsaputri","2","2026-01-02","5","Holiday Inn memberikan pengalaman yang sangat menyenangkan. Makanan yang disajikan memiliki cita rasa yang lezat, penyajian rapi, dan pilihan menu yang cukup lengkap. Pelayanan staf juga patut diacungi jempol, ramah dan sigap dalam membantu kebutuhan tamu. Terima kasih Pak Yogi atas pelayanan yang sangat baik dan penuh perhatian. Pengalaman yang luar biasa dan pasti ingin kembali lagi."
"17.","Wiguna Nugraha","1","2026-01-02","5","Pengalaman menginap di Holiday Inn sangat memuaskan, terutama dari segi makanan dan pelayanannya. Menu makanan yang disajikan sangat beragam, rasanya enak, dan kualitasnya terjaga dengan baik. Pelayanan dari seluruh staf juga ramah, cepat tanggap, dan profesional. Thank you Mas Yogi sangat membantu, komunikatif, dan memberikan pelayanan yang membuat kami merasa nyaman."
"18.","Grace Valentina","7","2025-12-12","5","Kamarnya bagus, nyamannn, sarapannya enakk2 banyak pilihan, pelayanan ramah, semua gercep minta sesuatu lgsg dibantu, pokoknya pilihan terbaik kalo ke bandung ya nginep di holiday inn"
"19.","reii","4","2025-12-26","5","Lokasi hotel cukup strategis dan mudah dijangkau. Sarapan pagi memiliki pilihan menu yang beragam dan rasanya enak. Fasilitas hotel juga terawat dengan baik, membuat pengalaman menginap semakin menyenangkan. Secara keseluruhan, Holiday Inn bandung sangat direkomendasikan untuk liburan."
"20.","Rahma Aulia","1","2026-01-02","5","pelayanannya bagus ramah makanan nyaa jugaa lengkap enak kamar room aman fasilitas oke menarik bagus pelayanan nyaa dilayani oleh kak Nisa terimakasih yah ❤️"
