"No","User Name","Review Count","Review Time","Rating","Review Text"
"207.","Agnez Lazhora@yahoo.com Lazhora","3","2025-11-05","5","sangat nyaman,lokasi juga strategis,breakfastnya juga oke"
"208.","deky janarko","1","2025-11-05","5","lokasi strategis kamar bersih restoran bersih dan makanan oke"
"209.","Melisa Sriwulandari","134","2025-01-05","4","Hotel ini menang di lokasi, dekat Simpang Lima di tengah kota. Tidak jauh juga dari pusat oleh2. Bisa jalan kaki gak sampai setengah jam. Kamarnya bersih dan nyaman. Kasur dan bantalnya empuk. AC nya dingin banget. Kamar mandinya juga oke, cuma shower head nya perlu di deep clean. Air panas tersedia setiap saat. Cuma bingung, padahal handuk udah di gantung di rak dan bukan di lantai tapi kok tetap diganti juga tiap kali kamar dibersihkan. Terdapat brankas dan kulkas kecil. Di sini juga tersedia breakfast, tapi jangan berharap terlalu banyak soal rasa, cuma asal enggak laper aja. Mesin kopi nya sering penuh pembuangan nya dan susu nya tidak langsung di refill ketika habis, membuat banyak tamu yang kecewa. Bagian pemesanan omelette/telur sayangnya ada di luar, di smoking area, sehingga tidak nyaman. Tempat parkirnya sangat kecil. Selain itu, sayangnya pas menginap di sini lift nya yg beroperasi cuma 1 sehingga harus menunggu lama ketika jam2 rame karena penuh terus."
"210.","Amalia widya","14","2025-04-05","5","Best overall, minus parkir aja yg sempit. Breakfast, Pelayanan & Kamar semuanya Baik. Puas stay di Holiday Inn, mudah2an bisa segera kembali kesini lg. Thanks Holiday Inn"
"211.","AMNA APRILIANI","2","2025-01-05","5","Saya menginap 2 hari, ini kali kesekian saya ke hotel ini, kamar hotel bersih, toilet bersih, perlengkapan toilet dan kamar mandi lengkap, cuma mungkin perlu ditingkatkan saat membersihkan dinding kamar. Lokasi menang karena di simpang lima dan dekat dengan tempat kuliner. Makanan cukup variatif dan enak. Untuk kedepan ini akan jadi pilihan teratas saat berkunjung ke Semarang."
"212.","Triworo Handayani","2","2025-07-05","5","Pelayanan nya sangat ramah, menu sarapannya enak semua. Good job holiday inn"
"213.","Defis Alfrado","5","2025-04-05","5","Room bersih dan nyaman, ramah pelayanannya dan terlebih karna saya org yg ga suka ribet, lokasinya dkt dg mall utk sekedar santai dan cari makan gampang"
"214.","ambarwati Ambar","6","2025-08-05","5","Mantaaap Klo ke smg pasti nginep nya disini Sarapannya komplet smp bingung mo makan apa"
"215.","Puji Rahayu","354","2025-01-05","4","Reception berada di lantai 2.. Rasa breakfast enak, banyak pilihan menunya, Ada egg corner dan stall mi instan dengan banyak toping pilihan yang berada di smoking area,. Jika mau CFD hanya jalan kaki karena dekat dengan pusat kota Sofar nyaman untuk bed.nya namun ada nyamuk di kamar dan tertangkap 2 saat menonton tv, tersedia juga banyak colokan mulai kaki 2 dan 3, dan fasilitas cukup lengkap, namun minus untuk toiletnya bagian bidet.nya tidak berfungsi dengan baik bisa di cek ulang untuk enginering dan housekeepingnya Untuk refrigerator didalam kamar berfungsi dengan baik cuma sedikit goyang untuk tatakannya jadi lebih berhati2 saat membuka kulkas untuk menyimpan snack/minuman.."
"216.","Asmui Ndoloc","1","2025-05-05","5","Simply the best, mudah sekali di temukan dan dekat kemana mana, Sarapannya menu Indonesian enak, favorit Bubur sum-sum Ok banget, mampir lagi suatu saat...Terima kasih..."
"217.","Prana","20","2025-08-05","5","Lokasi sangat strategis dan pelayanan yang sangat baik, recommended utk penginapan di Semarang"
"218.","Kevin Musa K","5","2025-07-05","5","pelayanan bagus, sarapan enak, kamar juga bagus, room service dan tim mechanic nya juga gercep banget"
"219.","astari azzahra (rara)","10","2025-01-05","5","Breakfast nya enak. Kamar hotelnya jg luas&bersih, pelayanan ramah sekalii!! Saran, untuk breakfast cereal, susunya tolong dingin yaa biar lebih enak, dan utk parkiran jg teralu kecil huhu. Tp overall udh oke bgtt, lokasi jg strategis. Puas pol nginep di sini!"
"220.","asnawati -","10","2025-07-05","5","Lokasinya oke banger..deket banger dengan simpang Lima..kemana mana juga gampang...layanannya baik..petugasnya ramah...ada rung laundry sendiri lho..mb stevani mksh y bantuannya ran sambutan hangatnya"
"221.","Irma Handayani","5","2025-06-05","5","Kamar bersih dengan fasilitas lengkap. Hanya sj variasi sarapan perlu ditingkatkan supaya semakin oke 🥰"
"222.","Viorel Elhafizh","3","2025-06-05","5","Sangat rekomen untuk hotel terletak di tengah kota, akses mudah, ruangan nyaman, pelayanan terbaik dan makanannya enak"
"223.","Novi Aprilistyaningrum","2","2025-04-05","5","Sudah beberapa kali nginep disini, kamarnya bersih, bagus, wangi. Pelayanan ramah dan next mungkin kalo ke semarang pasti bakal nginep disini lagi karena aksesnya di tengah kota mau ke simpang lima tinggal jalan, mau ke mall deket"
"224.","Ageng setya prajanji","24","2025-01-05","3","Kamar cukup oke, TV sudah digital. Aku suka karpetnya empuk.. Lokasi dekat dengan simpang lima, pagi setelah subuh enak buat jalan2.. Sarapannya sungguh biasa saja dengan harga 600rb up."
"225.","Ketty Andriani","106","2025-05-05","5","Awal agak bingung jalan yang diarahkan google maps lewat belakang komplek gt. Namun terbayarkan dengan mendapati salah satu kamar favorit. InshaAllah thn depan akan nginep disini lagi (semoga bisa langganan terus hihi). Staff ramah dan helpful semua. Parkir ok. Makasih ya"
"226.","Andreas As","14","2025-04-05","2","Pelayanan Resepsionis yang tidak membantu dan kamar yang sangat buruk, kamar mandi tidak ada kunci di pintu dan seakan seperti kamar rumah sakit.. ada kursi baso didalam kamar mandi.. Lobby dilantai 2 yang sangat membuat kesulitan dalam check in dan check out"
"227.","Atia Susan","4","2025-07-05","5","nyaman kamarnya , ruangan bersih, menu makannya juga enak all semuanya bagus"
"228.","Romy Werbiansyah","14","2025-01-05","5","Stay 3 malam disini.. Hotel yg bagus. Dekat dg Simpang Lima. Pelayanan jg excellent. Sesuai request, dsaat AC krg dingin, receptionist gercep panggil teknisi, Alat Sholat (by request) jg bersih & wangi. Housekeeping nice. Utk sarapan, rasa standard. Tapi utk pelayanan nya Great. Gercep staffnya utk beresin piring kotor. Recommended Hotel.,"
"229.","Darmansyah Ardhi","262","2025-04-05","3","Kamar oke Kebersihan Oke Lokasi oke On peak season pelayanan resto saat breakfast buruk. Refill telat serba lambat. Sayang bayar mahal2 Saat peak season ambil non paket breakfast"
"230.","Alim Rizki","5","2025-05-05","5","Lokasi hotal mudah untuk ditemukan, pelayanan sesuai dengan yang ditawarkan, makanan enak dan staff memberikan pelayanan dengan baik. Recomend to stay here."
"231.","Salsabila Maharani Fauziah","1","2025-06-05","4","recomendeed, kamarnya sangat nyaman dan bersih, luas cukup untuk berlibur keluarga. maka nannya juga enak2 semua"
"232.","adam gunawan","8","2025-02-05","5","Pelayanan semua Bagus, Staff Ramah... Terkecuali ada associate yang merokok di Public Area Restaurant saat jam bfast berlangsung, mohon jika ada associate yang Berada/Menggunakan Fasilitas di area Guest/Public Area Nametag nya di Lepas, karena kalian representative dari Property kalian. Jabatan apapun dalam Kondisi Tugas apapun tidak dibenarkan merokok di Guest Area dengan mengenakan Uniform property kalian..."
"233.","fatkuradisucipto 12","4","2025-10-05","4","Lampu tidur kamar ada yg mati 1 dekat tempat tidur"
"234.","Ferry Setiawan","5","2025-11-05","5","Lokasi sangat strategis, harga masih bersahabat"
"235.","Irene Oemar","1","2025-01-05","4","Kamar cukup bersih, layout kamar mandi yang menarik, sayang handuknya sudah worn out dengan benang yg mulai bergelanrungan dan warna yg ke arah grey. Yak putih lagi."
"236.","Dian Puji N. Simatupang","11","2025-06-05","5","Kamarnya bersih bagus dan pelayanan cepat ramah dan responsif semoga semakin meningkatkan pelayanan semakin luar biasa lagi"
"237.","Siska Tri Yuliana","3","2025-02-05","5","Kamarnya nyaman dan bersih, fasilitas lumayan lengkap jadi lebih betah, staff ramah dan sangat membantu, saya menikmati bangett sarapan di sana makanannya enak enak."
"238.","Felicia Early","6","2025-01-05","5","Pasti nginep disini kalau ke semarang. Salah satu hotel yang sangat rekomendasi kalau sedang berlibur di semarang. Lokasinya sangat strategis. Dekat dengan tempat wisata dan kuliner. Hotel nya bersih dan nyaman. Untuk menu sarapannya juga variatif, banyak pilihan untuk menu nya enak2. Untuk staff nya sangat ramah dan membantu sekali. Sukses selalu 😇"
"239.","B A","42","2025-01-05","3","Saya sdh datang jam 16, padshal sdh booking sebelumnya. Kamar belum siap, krn masih dibersihkan sekitar 45 menit Menunggu lagi lama Staf kurang ramah menjawab Parkir sempit dan sedikit Sangat mepet parkirnya Staf di drop off juga tidak ramah"
"240.","Azarya Ivan","2","2025-04-05","5","Lokasinya cukup enak, dan strategis dekat dgn keramaian. Kamarnya rapi dan nyaman. Terus untuk pelayanannya udah bagus pol"
"241.","Kristiyana Priwibawa","62","2025-06-05","5","Lokasi ditengah kota, mudah diakses. Pelayanan ramah, sarapan biasa. Overalll bagus. Rekomended"
"242.","Ahmad Ruri","2","2025-01-05","5","Hotel yang recomended untuk menginap ataupun mengadakan acara pertemuan, lokasi di pusat kota semarang. hotelnya nyaman, untuk staff nya juga ramah, terutama Bu Florida yang selalu cepat merespon ketika menerima pesanan kamar. Sukses selalu untuk holiday inn express."
"243.","Anis Anis","2","2025-02-05","5","Rekomended sekali ya teman2. fasilitas oke, kamar bersih, bonus view citilight hihihhi. Terlebih teruntuk pelayanan dari semua staf2 hotelnya, kakak2 nya sangat ramah dan responsif.Puas banget pokonya"
"244.","mario arpat","2","2025-11-05","5","Pelayanan nya bagus dan makanan nya enak bervariasi."
"245.","ega bella","56","2025-01-05","5","Kamar nyaman bersih, cukup luas Staff ramah Lokasi strategis sekali, deket simpang lima, samping ada indomaret 24jam, mantap Breakfast enak lauknya tidak monoton"
"246.","Naufal Opek","8","2025-01-05","3","Roomnya okee, ada netflixnya jd nilai plus. Tp kl untuk bfnya, sayurnya sangat layu (overcooked) sampai tidak bisa dikunyah brokolinya. Sosisnya juga dingin karena langsung disajikan banyak. Bubur ketan hitamnya plain tidak ada rasa, selebihnya oke."
"247.","Mei Lina","86","2025-01-05","5","Nyampe hotel di sambut dengan senyum lebar 3 staff customer service yg super ramah dan sangat membantu . Kamar sangat bersih, toilet super bersih, jendela sangat luas dengan view city dan lampu rmh2 di perbukitan yang mengelilingi kota. Breakfast banyak menu, da counter telurnya. Dan tiap pagi di sediakan 3 macam sambal...mantap pol..sambal matha bali, sambal bawang merah dan sambal hijau.(walo keasinan buat lidah saya) Hari terakhir staff sangat membantu saya membekukan mknan yang akan saya bawa dlm long flight domestik yang sudah pasti delay 1 harian."
"248.","Rully Setyowati","4","2025-09-05","5","Nyaman lokasinya strategis enak pokoknya"
"249.","Ir FX Maruwah","151","2025-01-05","5","Hotel ini berlokasi sangat dekat dengan simpang lima yang iconic di semarang, sekitar 200 meter menuju simpang lima, juga dekat dengan rumah makam soto bangkong yang legendaris, jalan kaki sekitar 800 meter. Pelayanan bagus, kamar bagus, bersih, rapi, ac sangat dingin, harganya cukup murah dengan lokasi yang sangat strategis. Kekurangannya hanya pada kwalitas sarapan pagi, tetapi cukup memadai bila di banding dengan harga kamarnya yang murah. Telor rebus memang tidak tersedia, meminta pada pelayan langsung di buatkan, minta 1 butir, di kasih 3 butir, baik banget ya 🤭."
"250.","Bebatikan Jogja","739","2025-01-05","4","Lokasinya strategis sekali. Kamar bersih, AC dingin, toiletries cukup lengkap. Kami pesan 3 kamar dan request kami untuk berdekatan juga dipenuhi. Minus: - Sikat gigi kualitasnya agak kurang (kasar dan serabutnya berantakan) - Tempat parkir terbatas - Check-in 20-35 menit padahal kami tdk early check in"
"251.","emy nurhayati","11","2025-09-05","5","Pelayanan oke , breakfast enak, kamar bagus"
"252.","Erna Meilina","9","2025-06-05","5","Sudah berkali kali menginap disini, pelayanan dan kebersihan nya okeeeee.. suka sekali dengan staff yg ramah dan komunikatif sekaali :)"
"253.","Kinn Kinanti","3","2025-01-05","5","Baru 2x kesini Utk Pelayanan semua staff oke banget, ramah Kamar luas, Fasilitas kamar semuanya bagus 😍, bersih, rapi lokasi strategis, dekat simpang lima makanan semuanya enak Wajib jadi list hotel favorit sihh 🫶🏻 Terima kasih semuanyaa"
"254.","Himhim Ikhyandaru","6","2025-12-22","5","Pengalaman terbaik untuk bisa menginap disini"
"255.","Widya Ayu","2","2025-01-05","5","Hotel yang recomend tempatnya enak nyaman juga , kalau nginap disini gausah bingung soal makanan selain menu sarapan bervariasi lokasi juga ada di pusat kota semarang simpang lima, keamanan juga terjaga securitynya ramah ramah"
"256.","Desi Silmi Amalia","4","2025-08-05","4","Seprey kamar kurang ok Makanan ok, tapi ayam agak keras"
"257.","Muhamad Yusuf","15","2025-01-05","5","Tempat nya enak, kamar nya nyaman juga. Kalau nginep di sini gausah bingung soal makanan, selain menu sarapan bervariasi lokasi jg ada di pusat kota Semarang ( Simpang Lima )"
"258.","Ume Shinoda","7","2025-01-05","5","best hotel in town beberapa kali stay di holiday inn express semarang selalu puas. staff nya ramah2 & pelayanan bagus. terutama mas yogi yang selalu fast respon. kamar oke, paling suka sama toiletries nya, sabun shampoo semua pake produk dove suka banget🥰"
"259.","Sandi Putra Pratama","10","2025-12-22","5","Makanan enak, kamar nyaman"
"260.","Lia Nuramalia","7","2025-12-05","5","Pelayanan baik, kamar bagus"
"261.","Tusiana Praharani","11","2025-02-05","5","Untuk fasilitas dan service sudah baik dan standar hotel sesuai bintangnya, lalu untuk lokasi sangat startegis dan mudah ditemukan. Mungkin utk variasi breakfastnya lbh ditingkatkan lagi 🙂👍🏻"
"262.","Vina Sabila Rosyada","4","2025-09-05","4","makanan enak, kamar bersih. Terima kasih"
"263.","Evelyn Ferdina","12","2025-03-05","5","Recomended hotel di Semarang. Nyampe jam 1 pagi, gercep check in nya. Kamarnya nyaman, staf nya semua ramah, sarapannya enak dan lokasi strategis 👍👍"
"264.","Adolf Sutrisno","8","2025-01-05","5","Saya menginap 2 malam disini bersama tim dan dibantu proses cek in oleh Mas Brey. Terima kasih untuk proses cek in yang sat set dan upgrade kamarnya menjadi VIP. Lokasi hotel strategis, bersih, nyaman, ada gym, breakfast yang variatif dimulai dari pukul 6.30. Hotel ini akan menjadi pilihan saya selanjutnya jika akan ke Semarang."
"265.","etik kurniawati","5","2025-06-05","4","Lokasi strategis di pusat kota, dekat dengan simpang 5 Semarang. Pelayanannya bagus dan fasilitas ok👍"
"266.","Gelar Subekti","20","2025-01-05","2","Saya menginap selama 5 malam dalam rangka perjalanan bisnis. Awalnya saya kira nama holiday inn akan menawarkan pengalaman yg baik. Karena instansi saya sering melakukan kegiatan di hotel holiday inn dan sangat memuaskan. Namun holiday inn yg ini berbeda. Memang dari segi jenis hotel berbeda, namun untuk service umumnya harusnya sama. Yg saya keluhkan adalah tentang: 1. Menu sarapan, sangat terbatas, di hari pertama saya mendapati sosisnya basi. Di hari kedua saya mendapati lalat. 2. Koki live cooking, lambat dan tidak bisa mengakomodir pesanan dengan baik, sehingga pesanan pengunjung sering terlewat."
"267.","Tiara Rahman","1","2025-01-05","5","Hotel yang bagus dengan lokasi yg strategis. Akan selalu kembali kesini jika sedang bepergian ke Semarang, entah untuk urusan kerjaan ataupun bersama keluarga. Semua fasilitas dan staff nya ramah dan sangat membantu, terutama Marketing Executivenya yang ramah dan fast respon yaitu Mba Florida. Thanks"
"268.","Hanny Satria Wibisono","4","2025-03-05","5","Lokasi strategis karena dekat dengan tujuan meeting saya dan daerah simpang lima. Karpet koridor sudab agak bau, segera diganti saja. Dan saya terima kasih juga untuk mba Christine untuk pelayanan ramah nya."
"269.","Martin Candra","71","2025-03-05","3","Kami bermalam di tanggal 2 januari dan subuh subuh kurang lebih jam 4 pagi alarm kebakaran berbunyi dengan kerasss dan tidak berhenti belasan menit. Dan ketika di tanya error katanya!! Whattt!!! Setelah itu tidak ada kata maaf atau apapun itu setelah mengganggu tamu di saat tidur kami. Ampun deh ya buat sekelas holiday inn 🤦🤦"
"270.","Dian Mardiana","2","2025-03-05","2","Sangat disayangkan banyak kamar yg mungkin layak dihuni tamu tapi kenapa kami dikasih kamar yg menurut kami kurang layak dihuni, saat kami masuk, dikamar sdh ada kartu yg memang diinsert agar AC terus nyala, padahal tiap check in di hotel2 lain tdk ada seperti itu, agak aneh aja knp AC sdh hidup dgn kondisi ada kartu yg sdh di insert ditempat kartunya"
"271.","Tini Savitri","6","2025-04-05","5","Suasananya enak buat menginap, bersih dan terawat. Staffnya ramah dan sangat membantu kami @ mbak Naida 😍"
"272.","Nazatul Magfiroh","1","2025-10-05","5","Kamarnya nyaman dekat dengan jalan besar👍👍👍"
"273.","Istiharoh Nadia Hanif","3","2025-06-05","4","Makanannya enak, untuk kamar cukup luas dan fasilitas cukup lengkap, kamar nyaman, bersih dan rapi"
"274.","Raja Buwaw","13","2025-01-05","4","Untuk semua layanan dan falitas oke, tapi untuk kamar room smoking blower fan nya tidak kencang (Tidak berfungsi maksimal), jadi asap rokok masih terkumpul dalam ruang kamar"
"275.","David","21","2025-01-05","2","Terimakasih untuk jawaban yang sopan tapi samgat tidak bermanfaat! Perihal Free valet parking, apa gunanya dijelaskan di forum ini, bukan ketika saya disana? Ternyata memang parah management nya. Parkiran mobil sangat sempit. Akses keluar masuk area parkir basement hanya satu jalur, dikarenakan satu sisi ditutup, pengemudi harus hati2, karena tikungan yang sangat tajam (terlihat banyak bekas baretan cat mobil di tembok) ditambah tidak ada petugas yang membantu mengarahkan mobil maupun memberitahu ada kendaraan di sisi berlawanan, meskipun mobil dan motor menggunakan jalur yang sama. Kemampuan komunikasi staff receptionist maupun layanan kamar meskipun sopan, tetapi tidak terlalu bisa menjawab pertanyaan yang agak rumit. Mohon maaf atas komentar jujur kami, semoga kalian dapat meningkatkan kualitas pelayanan di kemudian hari dan tidak mengecewakan nama Holiday Inn."
"276.","Daniel Ch","27","2025-01-05","5","Pengalaman saya sekeluarga menginap di hotel Ini sangat memuaskan. Kami menginap di LT 10. Tgl 29 sd 30 Jun. Sempat ada misskomunikasi saat check inn, namun staff di receptionis memberikan solusi yang cepat sehingga kami bisa langsung menikmati aktivitas kami. Kamar yg bersih. Kamar mandi yg bersih. Tempat tidur yang clean and neat. Yg menarik amenities mandi menggunakan merek Dove. Sangat menyenangjan. Tekanan Air shower nyaman. Permntaan direspon dengan cepat. Sarapan pagi nyaman , makanan tersedia lengkao dan jika kosong segera di isi kembali. Dan cerita terakhir yg mengesankan saat cek out , kami ketinggalan barang. Dan besok harinya kami telp ke receptionis. Surprisingly barang tersebut masih ada lengkap. Dan bisa kami ambil melalui app pengantaran paket. Dan hari berikutnya paket sudah sampai di rumah saya (jakarta) Sungguh pengalaman yg menggembirakan. Jika kami ke Semarang. Kami akan pasti strongly reconsider menginap lagi disini. 👍👍👍❤️"
"277.","widi puji astuti","4","2025-03-05","4","Lokasi strategis dgn harga yg standar (tdk low/overprice), hanya saja akses parkir yg termasuk ribet, krn sempit dan one way utk keluar masuk baik utk motor maupun mbl"
"278.","ardi ardiansyah","6","2025-12-05","5","pelayanan baik dan kondisi kamar bersih"
"279.","Cerita Assa","4","2025-12-05","5","pelayanan baik, hotel langganan di semarang"
"280.","ezraazzm __","1","2025-02-05","4","kamarnya rapi bersih,dan untuk layanan jangan diragukan lagi sudah pasti sangat baik dan untuk lokasinya sangat strategis yaa dekat dengan simpang lima"
"281.","Lilis Suryanti","9","2025-12-15","5","Terimakasih Duvadilan sudah membantu proses check in nya"
"282.","ikatravel admin","2","2025-03-05","3","Datang malem cm utk transit dlm perjalanan, jam 9 pagi sdh check out, agak kaget, saya berkali2 tinggal di holiday inn express di berbagai kota, negara & benua.. semua memuaskan untuk di kelas hotelnya, tapi ini jauhhh dibawah standart holiday inn express.. pertama masuk koridor menuju kamar sudah tercium bau apek yg menyengat, bed sheet & pillow sheet kumel kekuningan, kamar mandi bernoda2 di dinding, closet juga ada bercak2 hitam, teko pemanas air kekuningan, mug juga kotor.. gak holiday inn banget yg ini mah"
"283.","Afika Dinda","1","2025-01-05","5","Kamar tidak terlalu luas tapi nyaman. Bersih. Kamar mandi dilengkapi dengan sabun dan perlenkapan lainnya. Air panas berfungsi dengan baik. Air minum tersedia dalam bentuk reffil galon. Sekitar hotel banyak restoran dan caffe."
"284.","Jessica Millennia Sinjaya","6","2025-01-05","4","Room kami ada sedikit bau rokok setiap masuk, padahal kami tidak merokok. Kami pun tidak menemukan asalnya dari mana. Untuk room lainnya ga bau, hanya di kami aja. Mohon diperiksa kembali yaa. Overall bagus sih pelayannya ramah-ramah dan helpful. Terima kasih"
"285.","Nadia Septiarini","7","2025-06-05","5","happy dan nyaman banget. Breakfast nya juga lengkap. Ini salah satu menu yang saya ambil"
"286.","Nathan william","3","2025-03-05","5","Lokasinya strategis dan bersih. Terima kasih untuk Kak Brey yang membantu proses check-in lebih cepat dan mulus . Pelayanannya ramah dan cepat tanggap. Will back soon for sure 😊"
"287.","Handi Suyadi","804","2024-01-05","4","Kebersihan Kamar Perlu Ditingkatkan (Menginap pada 6 September 2023 sampai 7 September 2023) Sedikit berbeda, lobby tidak berada di lantai dasar, tetapi harus naik 1 lantai menggunakan lift terlebih dahulu untuk ke lobby. Hati-hati saat memilih lantai karena lift menggunakan teknologi touchless. Kamarnya tidak terlalu luas, tapi penataan interior cukup baik sehingga kamar menjadi tampak lapang. Fasilitas di kamar dan kamar mandi termasuk lengkap untuk standar hotel bintang 3. Pada kamar terdapat colokan yang bisa digunakan untuk berbagai jenis colokan. Dan jumlahnya lebih dari 1! Suatu hal yang jarang ditemukan di hotel. Di kamar mandi terdapat 2 tissue roll dan sabun cuci tangan dalam bentuk cair. Penerangan cukup baik di kamar, didukung dengan warna interior yang terang. Skor kamar 7.5, dikurangi dari awalnya 10 karena alasan kebersihan. Sayangnya, kebersihan di kamar masih perlu ditingkatkan. Saya sempat menemukan anak kecoa berkeliaran di kamar dan kamar mandi. Keesokan harinya, saat membuka selimut, saya menemukan binatang kecil mati di atas ranjang. Tidak diketahui kapan binatang tersebut mati. Perihal menu sarapan, rasanya termasuk lumayan lebih baik. Pilihannya cukup beragam. Ya cukup untuk standar hotel bintang 3. Hanya saja, menu bubur ayam sayangnya terasa tawar. Walaupun hari itu hotel sedang ramai, pihak hotel sudah dapat mengantisipasi dengan baik. Karena tempat duduk yang tersedia terbatas, akhirnya 2 ruang rapat digunakan untuk sarapan juga. Skornya 7.5. Area parkir yang tersedia tergolong terbatas. Kabar baiknya ada fasilitas valet."
"288.","nadya Shahnaz","3","2025-11-05","5","tempatnya nyaman dan menu breakfestnya enak!!"
"289.","naura chania","1","2025-01-05","5","tempatnya nyaman kamarnya kaya bernuansa industrial minimalis,nuansa anak muda, untuk kamar tidurnya tidak terlalu luas,tapi ukuran kamar mandinya malah luas, untuk amenitiesnya standar hotel untuk lokasinya cukup strategis banyak cafe,coffee shop,resto dan warung makan enak disekitaran sini"
"290.","Vanessa Naomi Christanto","3","2025-06-05","5","Posisi hotel strategis, kamar bersih, pelayanan baik."
"291.","Kintan Latifaningrum","17","2025-01-05","5","Kamar sangat bersih, tentram, dan luas. Kamar mandinya bersih setiap sudut. Ada gym 24 jam, self-laundry hanya 45 ribu sudah termasuk mesin pengiring, makanannya enak dan segar, pelayanannya ramah. Parkir sedikit tricky."
"292.","Mita Nur Fadhilah","2","2025-10-05","5","Sarapan lengkap dan enak, kamar bersih"
"293.","Lucky Priagustono","5","2025-03-05","5","Parkir perlu untuk ditambah luasnya , welcoming music mungkin perlu dirubah agar bisa lebih relax,overall sih good to be one of thecl recommended hotel to stay."
"294.","Aji Kurniawan","4","2025-11-05","5","Staffnya ramah, tempatnya bersih dengan harga yang reasonable"
"295.","HakimSalman380","1","2025-12-05","5","Nyaman, makanan enak, ok 🫰"
"296.","Karina Utami","42","2025-01-05","5","Kamarnya bersih, sabun dan samponya lengkap bahkan bermerk. Makanannya enak, karena nginep di bulan puasa jadi dapet promo bukber (jd dapet breakfast dan makan malam di restonya). Lokasi sangat strategis di Simpang Lima, bs jalan kaki kalo mau jajan diluar hotel. Resepsionis ramah bangetttt."
"297.","Lolita vidia","5","2025-02-05","5","staffnya ramah banget, kamarnya nyaman, wangi, hotelnya bagus. deket sama simpang lima jadi bisa jalan-jalan bareng temen”"
"298.","Panji Hardjakaprabon","221","2025-06-05","5","Lokasi oke, pelayanan oke, bersih, nyaman, ac oke, dan salah satu yang paling penting juga adalah kasur dan bantal yang empuk dan tebel. 👍👍👍👍"
"299.","Nn66","6","2025-05-05","5","Beberapa kali nginap disini...hotel yg sangat rekomended buat staycation di semarang, lokasi strategis, bersih, kary ramah2 👍"
"300.","Teddy Latanuda","106","2025-01-05","4","Lokasinya sangat strategis, dekat pintu Tol Gayamsari. Berada tepat ditengah kota, sangat dekat dengan Simpang Lima serta pusat² keramaian & pembelanjaan. Pelayanan baik & ramah. Menu makanan minuman cukup variatif & enak 😋👍🏻 Kamar cukup luas / lega. Lebih ke hotel untuk urusan bisnis. Sayang area parkir kurang memadai & representatif. Over all.. recommended! 👍🏻👍🏻"
"301.","juragan pompom","123","2025-10-05","5","meskipun namanya express tapi menunya keren enak variatif menunya, enak tempatnya"
"302.","Arianti Setiawan","2","2025-06-05","5","Kamar nyaman bersih Sarapan enak tapi menunya kurang banyak"
"303.","Endya Tegar Prabawa","6","2025-08-05","5","Kamar nyaman, sarapan menyenangkan. Terima kasih Holiday Inn!"
"304.","Fatina Rahma Dalila","5","2025-02-05","4","hotel bersih dan nyaman, tempat strategiss bisa diperhatikan lampu di kamar utk tidur agar dibuat redup agar lebih nyaman"
"305.","Aditya Pratama","39","2025-08-05","5","Buat saya sudah ok sih ga keluhan. Semua servis juga bagus."
"306.","Rahmad Sunaryo","1","2025-01-05","5","Hotel ini tempatnya strategis karena berada di pusat kota dan dekat dengan mall, untuk makanan yang di sajikan cukup menarik dan pelayanan stafnya ramah ramah, banyak menu yang bisa kita coba dan rasanya enak dan kamar yang bersih"
"307.","muhammad arif ikhsanudin","3","2025-10-05","5","Lokasi yang sangat setrategis dengan service yang meet expectation thanks holiday inn"
"308.","Amelia Putri","3","2025-06-05","5","Kamar nyaman, amenities lengkap, kebersihan oke, staff sangat ramah, lokasi strategis"
"309.","Bsd Brigjend sudiarto","1","2025-01-05","5","Liburan ke Semarang belum lengkap rasanya kalau belum menginap di hotel ini, karena tempatnya sangat strategis, harga terjangkau dan kamarnya juga nyaman, sangat recommended banget nih. Pokok nya di tanggung lupa pulang kalau menginap dihotel ini."
"310.","Reva Labibah","1","2025-07-05","5","lokasi strategis, dipusat kota. breakfast baik untuk ukuran bintang 3"
"311.","Dyah Kusbawati","3","2025-06-05","5","sarapannya enakk joss, pernah nginep disini nyaman, pelayanannya juga ramah"
"312.","Fronika Saragih","1","2025-09-05","5","Kamar beesih pelayanan bagus"
"313.","keyna najladhia","2","2025-03-05","5","hotel nyaman untuk menginap, dekat dengan pusat perbelanjaan dan dekat dengan simpanglima, staff disini juga ramah ramah, terutama mba amanda yang sudah melayani dengan baik, terimakasih❤️"
"314.","Maylia Lee","8","2025-08-05","5","Best One stop selama di semarang. Bestt utk lokasi dan serviss nya👍🏻👍🏻"
"315.","indra simbolon","3","2025-11-05","5","Nyaman dan trus tingkatkan kualitas nya.."
"316.","Tri Andanii22","1","2025-01-05","5","Roomnya nyaman dan bersih, staffnya sangat ramah, menu makanannya bervariatif dan enak. Letak hotel yg strategis sangat recommended 👍👍"
"317.","meylin","4","2025-05-05","5","Kamar nya super comfy, so adorable! 😍 breakfast nya yummy bgt, start from vegetarian ke makanan berat🤩 and ofc bersih!"
"318.","Yosua Detra","2","2025-12-29","5","lokasi pas/strategis dengan tempat-tempat wisata"
"319.","Gini Suwarti","62","2025-08-05","5","makanan enak...pelayanan ramah...kamar bersih"
