User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
EC,2025.0,4,jangan lupa bilang tamu hotel biar tidak bayar karcis di pintu kawasan jatiluhur nya saat nyampe disediain selamat datang minum seger stlh perjalanan jauh nan berliku ada dispenser galon di lorong bawa stok perbekalan jg bagi yang suka ngemil makanan room service buka sampai jam 10 malem rasanya oke harga std hotel dpt kamar yang view bendungan tapi kehalang pohon jadi cm ngintip2 saja pintu belakang hotel ternyata ditutup pdhl kalau dibuka enak banget akses ke rusa total kebersihan kamar oke kecuali keset toilet air kolam renang agak berbusa entah apa itu bukan apa jadi mencoba renang sarapan kurang ya untuk kelas,BUMN,Bintang 4,JatiluhurValley&Resort,positive,0.9992583394050598,Facilities & Amenities,Facilities & Amenities (0.88); Cultural & Heritage Experience (0.86); Guest Experience (0.84)
Lia Hikmatul Maula,2025.0,4,hotel lama dengan nuansa villa pemandangannya bagus hijau hening tidak jauh dari waduk jatiluhur disediakan sepeda dengan sewa 100rb bangunan hotel baik namun ada beberapa bagian ada yang bocor seperti ac jet wash wastafel sepertinya hotel kekurangan staf untuk perawatan bangunan sebesar itu sarapan yang disediakan untuk ukuran hotel tidak terlalu banyak tapi enak rasanya tidak cocok dengan hambar indonesia saya sangat suka dengan nasi kuning omelet dan kue soes nasi kuningnya khas nasi kuning tumpeng rasanya gurih dan berbumbu seperti saat ini rasanya omeletnya tidak hambar enak diisi dan potongan tomat bawang bombay sos sos sos,BUMN,Bintang 4,JatiluhurValley&Resort,positive,0.9982757568359375,Facilities & Amenities,Facilities & Amenities (0.88); Food & Beverage (0.79); Ambience & Design (0.70)
Via Marlia,2025.0,1,kesan pertama bikin kapok saya sedang dalam perjalanan dinas di purawakarta dan mencari hotel semalam saya bertanya2 untuk meminta informasi menginap resepsionis lambat respon dan tidak menyampaikan informasi dengan jelas namun saya ttp berencana menginap karena saya melihat review dan foto oke nih besok saya tiba diloby dan mengahampiri resepsionis resepsionis tidak ramah dan melayani sambil duduk selama saya berbicara dengannya apakah ini sopnya mungkin ya berbeda dengan hotel atau resor lainnya ketika saya diberi kunci kamar saya tanya kamarnya dan resepsionis mengarahkan saya menuju tangga ke bawah sedang rusak dia tahu jika karena posisi saya datang sendiri dan tidak menawarkan bantuan untuk mengangkat di,BUMN,Bintang 4,JatiluhurValley&Resort,negative,0.999136745929718,Guest Experience,Guest Experience (0.63); Booking & Reservation Experience (0.61); Staff Conduct & Hospitality (0.43)
Meis Ezha,2025.0,3,saya menginap di bungalow bougenville kamar cukup bersih di sudut kamar ada serpihan sampah yang tidak ke sapu lampu depan sempat mati dan staf hotel bilang belum bisa diganti karena tidak ada stok bohlam tapi tidak lama datang untuk ganti tidak disediakan teh gula kopi dikirim garpu ketika diminta staf hotel bilang memang tidak disediakan tapi tidak lama dianter jg udara galon tidak bening kotor tidur kurang nyaman karena jam 3 pagi ada suara seperti ketukan di jendela aluminium berkali-kali ingin melihat keluar tapi gelap akhirnya tidak tidur lg ntah org iseng atau makhluk lain intinya jadi tidak pener nyaman untuk lokasi enak cuma kurang,BUMN,Bintang 4,JatiluhurValley&Resort,negative,0.9924087524414062,Facilities & Amenities,Facilities & Amenities (0.76); Service Quality (0.66); Guest Experience (0.48)
Mia Aslamiyah,2025.0,4,Yang aku suka dari hotel ini adalah pemandangan dan suasana nya dingin dan nyaman banget trus yang aku suka di sini sarapan nya juga enak banget tidak terlalu banyak pilihannya tapi semua makanan yang di sajikan itu enak banget aku suka banget bubur ayam dan bubur sumsum nya semoga bisa di tingkatkan kan lagi fasilitas hotel nya soalnya kemarin saat mau renang lantai nya agak licin,BUMN,Bintang 4,JatiluhurValley&Resort,positive,0.9993298053741455,Facilities & Amenities,Facilities & Amenities (0.98); Ambience & Design (0.93); Service Quality (0.81)
Galuh Intan,2025.0,3,ac nya bocor kerannya pun bocor pengering rambut rusak dan untuk tangan sepertinya harus diperbaharui untuk kelengkapan fasilitasnya sebenarnya bagus bisa karaoke ada billiard dan kolam renang tapi pada saat mau ke lounge jam setengah 9 malam malah tidak ada orang yang jaga padahal lounge buka sampai jam 10 malam kebangkitan malam2 karena entah kamar sebelah lagi dibersihin atau gimana berisik sangat kebersihan sih oke sebenarnya bagus jika fasilitas dijaga semuanya tapi karena kurangnya petunjuk ada fasilitas apa saja yang bisa utama kemana saja jadinya kurang sempurna liburan di sini,BUMN,Bintang 4,JatiluhurValley&Resort,negative,0.891431450843811,Facilities & Amenities,"Facilities & Amenities (0.85); Cleanliness, Hygiene & Maintenance (0.76); Service Quality (0.69)"
indah siswanti,2025.0,5,Ada toilet bocor bau menyakitkan luar biasa berulang2 meskipun sudah membersihkan di kamar pertama 219 kemudian minta pindah kamar langsung di proses ke 118 suka sekali gercep tapi di kamar baru 118 sabun mandi abis hihi mohon di perhatikan dan untuk kamar yang bocor semoga lekas di memperbaiki agar pelanggan yang lain tidak mengalami hal yang sama,BUMN,Bintang 4,JatiluhurValley&Resort,negative,0.9964562058448792,Guest Experience,Guest Experience (0.74); Check in/out Experience (0.55); Facilities & Amenities (0.53)
Mike D&D Corp.,2025.0,4,lingkungan nyaman asri segar layanan sarapan cukup bagus lengkap rasa enak kamar sbnrnya oke luas lega namun perlu dtingkatkn pemeliharaan nya kolam renang sbnrnya jg oke kurang perawatan sj hotel ini mgkin dalam proses pemulihan setelah covid smoga pada kunjungan berikutnya sudah lbih baik,BUMN,Bintang 4,JatiluhurValley&Resort,positive,0.9976615905761719,Facilities & Amenities,"Facilities & Amenities (0.99); Cleanliness, Hygiene & Maintenance (0.95); Service Quality (0.94)"
Ida Farida Ch,2025.0,3,kamar cukup bersih meskipun saat ini baru masuk ada bau yang kurang nyaman sedikit bau apek lokasinya cukup nyaman untuk jalan jalan pagi di seputan hotel apalagi ada fasilitas buggy car untuk mencapai waduk jatiluhur dan lokasi rekreasi lainnya untuk ke kamar dan ruang makan aksesnya menggunakan tangga lift tidak berfungsi untuk makanan oke lah yang parah itu kolam renang padahal kolamnya luas dan besar dasar kolam terlihat kotor berlumut jadi udara juga kotor kehijauan seharusnya ada pemeliharaan dan pengecekan kualitas kolam dan udara yang benar tempat gym juga kurang terpelihara berdebu sebetulnya ingin kembali ke sini karena dekat,BUMN,Bintang 4,JatiluhurValley&Resort,negative,0.816667377948761,Facilities & Amenities,"Facilities & Amenities (0.99); Cleanliness, Hygiene & Maintenance (0.87); Location, Accessibility & Parking (0.83)"
Ria Ria Ria,2025.0,4,Aku suka bagaimana gunung-gunung berlapis satu sama lain Aku bertanya-tanya dari mana bau kotor itu datang dari pemandangan dari Bougenville bungalow juga kolam renang yang bagus membutuhkan beberapa pembersihan tho lift tidak bekerja tangga ke restoran bisa lebih baik staf sangat membantu ketika mereka ditanya,BUMN,Bintang 4,JatiluhurValley&Resort,positive,0.9929754734039307,Facilities & Amenities,Facilities & Amenities (1.00); Ambience & Design (0.99); Service Quality (0.97)
tya sulis,2025.0,5,untuk hotel nya lebih oke sih apalagi makanan nya enak banget khas banget hotel berbintang musholla dan toilet ada di beberapa tempat cukup memadai namun ada beberapa yang kurang yaitu kamar yang saya tempati di kamar mandi nya bocor entah darimana jadi lantai selalu basah dan jadi aroma nya kurang sedap trus karena dateng nya saat ini hari kerja jd tidak mencoba buffet nya sarapan nya nya ala carte tapi masakan nya enak kok apalagi nasi goreng nya juara siihh masuk syaa allah kesini lagi saat akhir pekan,BUMN,Bintang 4,JatiluhurValley&Resort,positive,0.9988818764686584,Facilities & Amenities,Facilities & Amenities (0.95); Service Quality (0.86); Food & Beverage (0.81)
Ika Priska,2025.0,5,tempatnya enak bersih nyaman ramah lingkungan pelayanannya bagus sopan dan ramah pokoknya nanti akan kembali lagi ke hotel ini,BUMN,Bintang 4,JatiluhurValley&Resort,positive,0.999151349067688,Facilities & Amenities,"Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (0.99); Sustainability & Environmental Quality (0.99)"
caca,2025.0,4,hotel tersembunyi di kawasan resort waduk jatiluhur purwakarta kurang lebih 7 km dari pintu keluar tol ciganea suasananya menyenangkan karena sepi padahal lagi libur sekolah entah karena kami di hari kerja atau memang hotelnya sepi tapi jadi puas mengeksplorasi semua fasilitas hotel fasilitasnya oke banget anak-anak ramah bisa mengeksplorasi waduh jatiluhur akses gratis untuk tamu hotel sore hari bisa melihat matahari terbenam baguss ada kolam renang dewasa dan anak ada taman bermain yang lengkap dan masih berfungsi sangat baik dingin dan lingkungan sekitar hotel luas bersih makanan enak2 sayangnya saat kami datang tidak sistem buffet makanan berat,BUMN,Bintang 4,JatiluhurValley&Resort,positive,0.999466598033905,Facilities & Amenities,Facilities & Amenities (0.99); Family & Group Friendly (0.94); Service Quality (0.87)
Bayu Hendrawan,2025.0,3,Watafel map tvnya rusak exos udara kamar mandinya rusak kolam kotor ada daun di dasar kolam tidak dibersihkan hati krna hotel kurang perawatan banyak besi pinggiran kolam yang berkarat,BUMN,Bintang 4,JatiluhurValley&Resort,negative,0.9987548589706421,Facilities & Amenities,Facilities & Amenities (0.94); Religious & Halal Features (0.68); Guest Experience (0.67)
Tya,2025.0,4,untuk yang cari suasana tenang dingin saya rasa resor ini bisa menjadi salah satu pilihan lokasi tidak begitu jauh dari tol lingkungan masih memiliki jarak baru dengan waduk jatiluhur cukup dekat bisa ditempuh dengan jalan kaki 15 menit dari hotel bisa sekalian olahraga fasilitas cukup lengkap sarapan banyak variasi dan rasa nya enak untuk resto juga harga nya masih cukup terjangkau tapi karena lokasi yang cukup jauh dari keramaian jadi saya sarankan sebelum masuk siapkan perbekalan untuk gedung memang harus ada perbaikan di beberapa area tapi tidak mengganggu kenyamanan untuk udara panas di kamar mandi kami merasa kurang panas begitu,BUMN,Bintang 4,JatiluhurValley&Resort,positive,0.9994402527809143,Facilities & Amenities,Facilities & Amenities (0.97); Pricing & Value for Money (0.89); Food & Beverage (0.72)
Cat Lover,2025.0,4,Aku tidak tahu bagaimana itu adalah daerah pribadi kilometer sebelum kita perlu membayar untuk masuk area hotel terbuka untuk umum dan pemandangan bendungan jauh tersedia tapi bau air yang parah akses langsung bendungan ditolak,BUMN,Bintang 4,JatiluhurValley&Resort,negative,0.8188484907150269,Facilities & Amenities,Facilities & Amenities (0.84); Pricing & Value for Money (0.52); Management & Policy Issues (0.35)
Derek Jones - D Rex,2025.0,2,Doom adalah bencana pada kedatangan housekeeping datang dan disortir tidak menggunakan kamar jika tidak siap ac head shower bising adalah menjijikkan dan lantai di sekitar hotel semua tergelincir selama hujan sebagai jalan kaki bocor makanan baik-baik saja tapi sangat terbatas minuman tersedia selain jus manis manis,BUMN,Bintang 4,JatiluhurValley&Resort,negative,0.9986757636070251,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.97); Food & Beverage (0.94)
Ferdinand Cornelis,2025.0,4,cocok untuk yang mau jauh dari hingar bingar kota rest di pinggir salah satu waduk terbesar di jawa barat,BUMN,Bintang 4,JatiluhurValley&Resort,positive,0.9945401549339294,Facilities & Amenities,Facilities & Amenities (0.74); Cultural & Heritage Experience (0.65); Sustainability & Environmental Quality (0.60)
