User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
Ricca Rahmasari,2025,5,hotel akses langsung ke pantai anak anak happy bisa main ombak di tepi pantai kamar tipe deluxe suite view pantai king bed kamar menghadap langsung ke pantai ruang tamu kamar mandi ada bathub ada sewa di area pantai sarapan menuunya lumayan lengkap komplen ditangani dengan cepat mantap pelayanannya dianjurkan,BUMN,Bintang 4,GrandInnaSamudraBeach,positive,0.9995480179786682,Facilities & Amenities,Facilities & Amenities (0.98); Service Quality (0.98); Service Efficiency & Responsiveness (0.94)
Hana Mutiara,2025,5,telah di sini hari ini makanannya variasi dan ada anak-anak bagiannya juga viewnya langsung ke pantai stafnya ramah secara keseluruhan layanan baik tapi kekurangannya ada di admin hotel yang lambat respon pada saat saat coba ingin reservasi melalui whatsapp dan kurangnya menjelaskan secara mendetail mengenai yang ditanyakan dan terakhir saya berharap itu hanya perasaan saya bahwa para staf gadis telah memperhatikan saya terlalu lama dari pintu masuk utama saya tidak tahu apa alasan tapi itu tidak masalah semua layanan baik staf ramah sangat puas dan akan kembali di sini lagi lain kali terima kasih apa pengalaman,BUMN,Bintang 4,GrandInnaSamudraBeach,negative,0.5305502414703369,Food & Beverage,Food & Beverage (0.97); Service Quality (0.95); Facilities & Amenities (0.95)
Maggie Nuansa,2025,4,sudah dua kali menginap di sini meskipun hotel tua tapi cukup terawat tahun lalu nyaman puas memang ada beberapa masalah kecil seperti ada tai cicak di balkon pegang pintu balkon seret udara kurang hangat sampai harus minta respisiis naikin derajatnya namun apapun yang dikeluhkan sejauh ini selalu ditangani sarapan ada jamu dan makanan tradisionalnya enak view bagus kamar luas dan fungsional tapi kemarin merasa kurang nyaman karena musik dari kafe terdengar sampai dalam kamar hampir seharian paling kenceng saat musik live malam minggu itu jam 22 jam 12 baru kelar padahal tidur anak2 bisa 9an ya terus pagi2 jam8 sudah jedak jeduk,BUMN,Bintang 4,GrandInnaSamudraBeach,positive,0.968449056148529,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.89); Food & Beverage (0.87)
Hadeta Premiesyani,2025,4,jam 4 sore kamar masih dibersihkan ac netes kamar mandi lobby kotor terlihat jaringan berserakan belum dibersihkan apa karena keterbatasan staf ya untuk kamar view memang sangat cantik karena lokasi dekat pantai alangkah baiknya bila ditambahkan menu seafood di resto room service,BUMN,Bintang 4,GrandInnaSamudraBeach,negative,0.9395304322242737,Facilities & Amenities,"Facilities & Amenities (0.90); Service Quality (0.84); Cleanliness, Hygiene & Maintenance (0.74)"
boy ferry,2025,4,Hotel lama yang masih bagus dan view nya cakep view kamar semua menghadap laut hotelnya luas,BUMN,Bintang 4,GrandInnaSamudraBeach,positive,0.9994593262672424,Ambience & Design,Ambience & Design (0.91); Facilities & Amenities (0.85); Service Quality (0.81)
Sany,2025,3,pesan kamar via agoda tapi fasilitas yang di dapat tidak sesuai dengan yang ada di tiket pengering rambut mandi di kamar rusak sampai harus mengeluh dulu pada hal sebaiknya sebelum tamu masuk sudah harus di cek dulu untungnya pemandangan hotel bagus jadi bisa hilangin mood buruk,BUMN,Bintang 4,GrandInnaSamudraBeach,negative,0.9804888963699341,Facilities & Amenities,Facilities & Amenities (0.80); Booking & Reservation Experience (0.77); Guest Experience (0.56)
Dian Herdiana,2025,5,hotel terbaik di pelabuhanratu berdiri sejak tahun 1966 namun masih terawat dengan pemandangan pantai yang indah cocok untuk melepas lelah,BUMN,Bintang 4,GrandInnaSamudraBeach,positive,0.9989413619041443,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.96); Service Quality (0.93); Facilities & Amenities (0.87)"
febriani wahyu_,2025,5,mau mengucapkan terima kasih yaa grand inna samudra beach pertama saya permintaan compliment cake ulang tahun di penuhi dong padahal mintanya lewat dm ig saja tapi adminnya ramah banget dan perhatian kedua saat saya pesan di aplikasi minta kamar di lantai atas dan posisi ditengah dan itu pun di penuhi sumpah banget baik deh seneng banget2 dengerin permintaan tamu kamarnya bersih wangi tangan bersih dan compliment lainnya tersedia emang dari luar bangunan terlihat tua ya tapi saat ini saya dalem bersih dan modern cekin juga tidak ribet banget pada checkout nya juga sama saat makanannya enak2 suka banget sama pastry nya juga enak2 dan view,BUMN,Bintang 4,GrandInnaSamudraBeach,positive,0.9982932209968567,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.96); Service Quality (0.95); Service Efficiency & Responsiveness (0.93)
Wisnu Triyanto,2025,5,Tempat bagus ya apalgi view ya laut ya drive hotel bagus banget tempat sejarah jika kalian ingin apa di sana ada tapi niat kalian selamat mencoba,BUMN,Bintang 4,GrandInnaSamudraBeach,positive,0.9973951578140259,Cultural & Heritage Experience,Cultural & Heritage Experience (0.98); Guest Experience (0.95); Check in/out Experience (0.89)
Umar Yadi,2025,5,pengalaman yang luar biasa dengan pelayanan dan fasilitas yang terbaik yang dimiliki oleh hotel tersebut insyaallah kami akan kembali ke tempat ini dilain waktu dan kesempatan karena pengalaman kami keluarga mengginap disini cukup memuaskan dari segala aspek,BUMN,Bintang 4,GrandInnaSamudraBeach,positive,0.9986860156059265,Service Quality,Service Quality (1.00); Facilities & Amenities (1.00); Guest Experience (0.96)
