User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
Krisna Noor,2025,5,lokasi sangat strategis jalan kaki sudah deket sama malioboro makanan enak dan direfill terus ampe waktu sarapan selesai ada kolam renang area utama anak kamar juga nyaman cek masuk waktu bayar deluxe tapi dikasih tipe kamar perdana Alhamdulillah,BUMN,Bintang 3,PatraMalioboroHotel,positive,0.9995112419128418,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.96); Service Efficiency & Responsiveness (0.94)
Ferdinandus Bagas,2025,5,lokasi sangat strategis dekat dengan keramaian jl malioboro dan paling kami sukai dekat gudeg mbah lindu pelayanan sangat jempolan dari resepsionis keamanan dan kamar anak masih rambah cirikas jawa banget kamar bersih ac dingin dan makanan cukup bervariasi doa terbaik untuk seluruh staf hotel patra,BUMN,Bintang 3,PatraMalioboroHotel,positive,0.9995438456535339,Service Quality,Service Quality (1.00); Facilities & Amenities (0.99); Service Efficiency & Responsiveness (0.98)
Siti Rahmawati HB,2025,5,kamarnya bagus estetik pelayanan juga ramah dan membantu sekali sarapan enak cuma saran agak divariasikan sedikit menu harian setiap hari kemarin variasi sih cuma tidak yang signifikan berubah menu hanya beberapa menu saja selebihnya oke banget,BUMN,Bintang 3,PatraMalioboroHotel,positive,0.9967668056488037,Facilities & Amenities,Facilities & Amenities (1.00); Staff Conduct & Hospitality (0.99); Guest Experience (0.98)
Vera Puspa Dewi,2025,5,pelayanan sangat ramah kamar bersih luas dan nyaman sarapan nya oke banyak pilihan menu makanan lokasi strategis dianjurkan banget buat liburan bersama keluarga,BUMN,Bintang 3,PatraMalioboroHotel,positive,0.9994995594024658,Facilities & Amenities,Facilities & Amenities (1.00); Room Quality & Comfort (0.99); Service Quality (0.99)
Mohammad Hafizh,2025,5,Sejauh ini menurut saya patra malioboro yang terbaik pelayanan kamar makanan layanan dari semua petugasnya sangat baik lokasinya juga mendukung untuk eksplorasi kota jogja dengan lebih mudah sangat mudah menantikan untuk bisa menginap di patra malioboro kembali,BUMN,Bintang 3,PatraMalioboroHotel,positive,0.9992620348930359,Service Quality,Service Quality (1.00); Facilities & Amenities (1.00); Service Efficiency & Responsiveness (0.99)
a “PramdeLoViennAlkhaFariq” p,2025,5,masuk geng oke penting bus2 kami bisa masuk hotel tenang senyap meskipun di salah satu geng teramai hahaha kamar oke sih capek habis putar2 mau cek masuk yang kemalaman bisa berbagi peraturan via wa dari travel agent standar sih tapi selama beberapa kali tur tidak pernah dapat macam ini jadi sedikit aneh tak ape sih hotel juga tidak ingin dirugikan dengan tamu yang umum tapi hotel perlu tahu sedikit lah tentang tamu baru dari travel agentnya emang sih kita bukan pejabat atau pegawai bumn atau asn atau dari perusahan besar setidaknya anda tahu siapa tamu akan kita hanya pekerja biasa yang sama kebetulan tawaran saja dari seber,BUMN,Bintang 3,PatraMalioboroHotel,negative,0.5962916016578674,Check in/out Experience,Check in/out Experience (0.71); Guest Experience (0.51); Service Quality (0.44)
hanifa moeslim Chaniago,2025,5,kamarnya bagus dengan view kota bersih staf ramah lokasi strategis bngt berada dipus kota bisa jalan kaki ke malioboro terimakasih patra malioboro sukses selalu untuk patra malioboro,BUMN,Bintang 3,PatraMalioboroHotel,positive,0.9994580149650574,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.98); Room Quality & Comfort (0.98); Service Quality (0.98)"
Landscape Photography,2025,4,Saya menginap di sini semalam dan saya mendapatkan kamar dilantai 5 dengan kamar yang bisa merokok kamarnya luas toiletnya besih dan harum secara keseluruhan saya suka dari posisi tempat tidur yang saat serta peletakan kursi dan mejanya saya suka serta ada balkon jika kita ingin melihat keluar sambil merokok dan menikmati kopi hitam segelas sangat suka kasurnya empuk dan nyaman pokoknya alhamdulillah,BUMN,Bintang 3,PatraMalioboroHotel,positive,0.9993377327919006,Facilities & Amenities,"Facilities & Amenities (0.99); Room Quality & Comfort (0.98); Cleanliness, Hygiene & Maintenance (0.97)"
Slamet Widodo,2025,5,hotelnya bagus lokasi strategis dekat stasiun kereta api maliboro tugu yogyakarta untuk kamar oke desainnya juga bagus mungkin kurang luas untuk kamar mandinya untuk makanan sarapan pagi ya hotel standar pada umumnya restoranannya bagus keren ada kolam renang tempat duduk2 depan hotel juga ada,BUMN,Bintang 3,PatraMalioboroHotel,positive,0.9991369843482971,Facilities & Amenities,Facilities & Amenities (0.98); Food & Beverage (0.94); Ambience & Design (0.94)
adi suwito,2025,5,patra malioboro kami pilih karena dekat sekali dengan lokasi acara berjalan jhfr2025 dan ternyata kualitas keamanan layanan kamar dan keramahan seluruh kru mulai dari parkir sampai ke dalam hotelnya sangat memuaskan terimakasih patra malioboro salam sukses,BUMN,Bintang 3,PatraMalioboroHotel,positive,0.999395489692688,Staff Conduct & Hospitality,Staff Conduct & Hospitality (1.00); Service Quality (0.99); Facilities & Amenities (0.99)
