User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
Intan,2025,5,menginap di hotel rollaas rasanya nyaman banget apalagi suasananya tenang dan dikelilingi kebun teh udara di sini dingin jadi bawa jaket itu wajib kamarnya bersih luas dan ada udara panas staf hotelnya juga ramah dan cepat bantu jika perlu apa apa yang paling seru setiap pagi dapat teh hangat gratis sambil melihat pemandangan kebun teh area perkemahan baru juga oke banget buat yang mau suasana luar untuk makan ada resto dan warung di sekitar jadi mudah cari sinyal makanan memang agak sulit di beberapa tempat tapi bisa minta wifi di resepsi pembayaran sudah bisa menggunakan qris jadi praktis secara keseluruhan hotelnya nyaman dan suasananya adem cocok banget,BUMN,Bintang 3,RollasHotel&Resort,positive,0.9995896220207214,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (0.99); Staff Conduct & Hospitality (0.98); Facilities & Amenities (0.97)
Singgih Setiawan,2025,5,Kalau malam suka banget dengar suara alam di hotel ini tidur terasa nyenyak dengan suasana yang adem saat pagi datang kita bisa menikmati udara segar pagi dengan secangkir teh hangat,BUMN,Bintang 3,RollasHotel&Resort,positive,0.9993033409118652,Cultural & Heritage Experience,Cultural & Heritage Experience (0.73); Facilities & Amenities (0.70); Room Quality & Comfort (0.69)
yah akun,2025,4,hotelnya vibenya adem dingin meskipun kalau malam agak mengerikan karena sekitar masih kebun dan hutan ditambah bangunan pabrik yang lama tapi pemandangan pagi n siang hari bagus asri pesan kamar deluxe double balcony dapat kamar paling ujung dengan pemandangan kebun bambu kamar bersih kamar mandi juga cukup modern n bersih tersedia udara panas tidak ada ac namun malam hari sudah sangat dingin tv besar n sudah android tv ada kulkas untuk menyimpan makanan sarapan pagi enak meskipun menu terbatas pilihan aktifitas hotel lumayan banyak jadi akan menginap 1 jam rasanya kurang lagi menginap di sini,BUMN,Bintang 3,RollasHotel&Resort,positive,0.9992008805274963,Facilities & Amenities,Facilities & Amenities (0.99); Ambience & Design (0.88); Service Quality (0.86)
Abdian Setianto,2025,3,kenapa bintang 3 harga sebenernya terjangkau tapi tidak layak dengan fasilitasnya kamar cukup luas tapi kurang bersih ada kusen pintu dan furnitur yang keropos dimakan rayap akhirnya kotor di lantai banyak semut juga resto hanya berfungsi untuk tempat sarapan saja jadi klo malem jam keluar ke rumah teh sinyal wifi lambat sinyal tv jg putus2 menu sarapan minim ya dan g bebas ambil sendiri diambil di petugas sayang banget klo g dibenahi perlu pengembangan lg karena lokasi dan suasananya sudah enak banget buat penyembuhan dari perkotaan bersama keluarga,BUMN,Bintang 3,RollasHotel&Resort,negative,0.9886882901191711,Facilities & Amenities,"Facilities & Amenities (0.57); Pricing & Value for Money (0.50); Location, Accessibility & Parking (0.27)"
hans vtoni,2025,5,Lokasinya bagus berada di daerah kebun teh ptpn01 ada beberapa fasilitas dan kegiatan yang bisa dilakukan di sini jeep atv kuda melacak ke bukit kuneer jika menginap di sini tidak perlu lagi membayar tiket masuk kamarnya bagus dan cukup luas sarapanya kurang begitu bervairasi dan rasanya standar stafnya ramah fasilitas pendukungnya oke,BUMN,Bintang 3,RollasHotel&Resort,positive,0.9994925260543823,Facilities & Amenities,Facilities & Amenities (0.98); Service Quality (0.79); Guest Experience (0.76)
Afan Muzaki Alfuad,2025,5,hotel yang nyaman suasananya tenang cocok untuk menyepi dan buat menyegarkan sekitar hotel banyak kebut teh yang terhampar hijau membuat suasana jadi tenang dan adem layanan nya bagus dan sangat membantu,BUMN,Bintang 3,RollasHotel&Resort,positive,0.999505877494812,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.99); Room Quality & Comfort (0.98)
Dimas Almuchizun,2025,5,hotelnya nyaman dan bersih sarapannya enak view yang saya dapat di kamar 211 bisa langsung lihat kebun teh dan gunung arjuna saya menginap sama istri saya pada hari Jumat 4 Juli 2025 mantap deh sukses terus,BUMN,Bintang 3,RollasHotel&Resort,positive,0.999332845211029,Facilities & Amenities,"Facilities & Amenities (1.00); Room Quality & Comfort (0.99); Cleanliness, Hygiene & Maintenance (0.99)"
M T,2025,1,minta sarapan pagi saja di jatah pegawai nya jutek pelit ngomel2 kalau di mintain makanan di mana mana itu hotel tidak ada yang seperti itu memperbaiki tutup saja dan inget ya juga hotel ini banyak makhluk halus nya,BUMN,Bintang 3,RollasHotel&Resort,negative,0.9991403818130493,Management & Policy Issues,Management & Policy Issues (0.48); Guest Experience (0.40); Booking & Reservation Experience (0.23)
Bikhatul Febri,2025,5,Saya pengunjung di kamar 209 berkunjung di bulan Februari 2025 saya menginap bersama keluarga dan mjd tamu satu2nya saya suka menginap di hotel rollaas dan resort kamarnya bersih pelayanan oke ramah view saat malam bagus yaa jalanan menuju hotelnya ada cahaya lampu2 okee banget klo saat pagi bisa jogging juga sekitar hotel dengan view taman yang indah udara hangat berfungsi dan lumayan bersih kamar mandinya mungkin di sini kekurangannya hanya tidak ada lift dan ac tpi tidak apa2 sudah cukup dingin lantai kamar mandi bisa dibersihkan lebih banyak lagi karena menurut saya agak sedikit licin lantainya ohya mungkin yang bisa saya katakan,BUMN,Bintang 3,RollasHotel&Resort,positive,0.9993512034416199,Family & Group Friendly,Family & Group Friendly (0.98); Facilities & Amenities (0.97); Service Quality (0.96)
almaidah ilmi,2025,5,Banyak macam kegiatan bisa buat kumpul dan seru seruan akhir pekan sangat padat tapi parkirannya luas harga terjangkau tiket gratis masuk renang wahana mini jeep dan sarapan,BUMN,Bintang 3,RollasHotel&Resort,positive,0.9992715716362,Facilities & Amenities,"Facilities & Amenities (0.98); Location, Accessibility & Parking (0.98); Pricing & Value for Money (0.95)"
Hadi Kaimudin,2025,1,Maaf untuk mengatakan saya buku kamar deluxe dengan harga 500an sudah pelunasan h 1 saat dateng di lokasi sejujurnya view dan suasana hotel sangat bagus tapi ini awal saya kecewa itu menunggu cek masuk lama banget bisa 10 20 menit padahal di hotel2 lain satset entah apa yang bikin lama abis itu masuk lah saya ke kamar dan ternyata tidak sesuai sama yang saya buku yaitu kamar deluxe dan kasur besar ternyata yang dikasih ke saya 2 kasur single saya tegur lah itu bapak2 yang bagian resepsionis dan dia beralasan kalau kamar sudah penuh padahal saya sudah dari tgl 27 ada pemesanan pelunasan,BUMN,Bintang 3,RollasHotel&Resort,negative,0.9988993406295776,Facilities & Amenities,Facilities & Amenities (0.57); Pricing & Value for Money (0.56); Check in/out Experience (0.54)
Triaji Priyambodo,2025,5,kamar hotel cukup nyaman makanan lumayan view sangat bagus ada beberapa hal yang perlu ditingkatkan misal kaca buram kamar mandi yang masih terlihat jelas dan akses untuk lansia misalkan ada selasar dari jalan ke kamar hotel lantai 2 tentu akan meningkatkan kenyamanan,BUMN,Bintang 3,RollasHotel&Resort,positive,0.9978626370429993,Facilities & Amenities,"Facilities & Amenities (0.99); Cleanliness, Hygiene & Maintenance (0.98); Room Quality & Comfort (0.95)"
Hasan DF,2025,5,Lokasinya berada di lingkungan perkebunan teh yang sedjuk dengan hawa pegunungan lereng arjuno dan bangunannya sangat ikonik dengan arsitektur jaman dulu sangat saat ini untuk yang mencari tempat yang kenal dengan nuansa jaman dulu,BUMN,Bintang 3,RollasHotel&Resort,positive,0.9989840388298035,Ambience & Design,"Ambience & Design (0.92); Cultural & Heritage Experience (0.80); Loyalty, Recommendation & Appreciation (0.55)"
Ayu Kanaya Ramadhya,2025,5,kapan lagi menikmati suasana kumpul keluarga di hotel rollas tempatnya nyaman pelayanannya cepat dan bersih,BUMN,Bintang 3,RollasHotel&Resort,positive,0.9995125532150269,Service Quality,Service Quality (0.99); Service Efficiency & Responsiveness (0.99); Facilities & Amenities (0.99)
Bagus Permadi,2025,5,kamar tidur bersih dan bebas serangga kamar mandi bersih dan bebas bau pelayanan semua staf ramah menu sarapan enak,BUMN,Bintang 3,RollasHotel&Resort,positive,0.9991493225097656,Facilities & Amenities,"Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (1.00); Service Quality (1.00)"
Ricky Riyanto,2025,1,Pelayanan buruk kamar tidak sesuai pesanan saya pesan kamar lantai 2 dengan view alam malah dapet yang lantai dasar dengan view gundukan tanah seharusnya kasur yang ganda malah dapet yang kembar sayang banget dengan desain dan view yang bagus tapi pelayanan resepsionis tidak profesional,BUMN,Bintang 3,RollasHotel&Resort,negative,0.9978629946708679,Ambience & Design,Ambience & Design (0.92); Guest Experience (0.91); Booking & Reservation Experience (0.87)
Tirza,2025,4,sarapan bisa ditingkatkan terimakasih bisa cek masuk lebih cepat kamar tanpa ac tapi sudah sangat dingin,BUMN,Bintang 3,RollasHotel&Resort,positive,0.9913927316665649,Food & Beverage,"Food & Beverage (0.88); Loyalty, Recommendation & Appreciation (0.88); Facilities & Amenities (0.87)"
Gustiawan Godi,2025,2,Aku mengambil kamar pojok lantai 2 saat bulan ramadhan dengan harga paket Rp 485 0 dimana lebih mahal Rp 100k dibandingkan kamar lainnya karena balkonnya sudah kebun teh melihatya bagus tapi sayangnya kamar tsb kotor lantainya ternyata hanya lapisan plastik motif kayu dimana dipopokkan sudah terlepas dan banyak serangga bersarang disitu komplain ke hotel hanya dibersihkan pakai sapu aku minta disemprot baygon habis satu botol kecil baru hilang koloni serangganya ditambah lagi wastafelnya miring hampir copot dari dinding serta kran tidak lancar keluarnya udara kasurnya kurang enak dan aroma dan aroma,BUMN,Bintang 3,RollasHotel&Resort,negative,0.9979524612426758,Pricing & Value for Money,Pricing & Value for Money (0.78); Facilities & Amenities (0.49); Service Quality (0.45)
