User Name,Review Count,Rating,Review Text
Nasa Brahma Tantra,17,4,suprisingly atmosfer ruangan kamarnya nyaman banget makanan cukup bervariasi dan enak enak meski demikian ada catatan catatan tertentu 1 lift nya lama dan ada satu lift rusak yang gabisa pencet angka lantai tertentu akhirnya cuma bisa menungu 1 lift doang kalau mau ke atas 2 sudah diminta untuk ganti lampu di meja tapi sepertinya terlewat dimaklumi kalau diminta balik lagi pasti mau semoga untuk perawatan fasilitasnya diperhatikan lagi dan ditingkatkan lagi
Alfian Fandinegara,36,5,lokasi sangat dengan dengan simpang lima mudah mencari makan atau kulineran kamar bersih dan cukup luas air panas kamar mandi ada wifi lancar breakfast menu fine ada self service laundry saya sarankan mesin cuci dan dryer nya diganti model baru yang lebih user friendly
Wie Xsist,168,5,layanan dan lokasinya okee bangett hanya saja untuk kamar yang saya dapat sungguh mengecewakan saya keep 6 kamar dengan catatan untuk ruangan tidak merokok karena ada baby dan lansia yang saya bawa memang betul ada tulisan untuk tidak merokok di setiap kamar tapi realitanya semua kamar yang saya dapatkan meninggalkan bau rokok yang sangat menyengat hingga meminta room service untuk menyemprot pengharum ruangan di setiap ruangannya walau pada akhirnya di sarung bantal maupun seprei masi sangat berbau
risky,187,5,dapat hotel yang menurutku unik sangat difabel friendy ada railing di kamar dan toilet serta kursi untuk mandi sabunnya juga dove letak strategis dekat dengan simpang lima jadi kalau mau ke landmark kota semarang tinggal jalan kaki
Adit Rahaditya,179,5,lokasi strategis di simpang lima kota semarang kondisi kamar sangat bersih terawat dan nyaman suasana sunyi mestipun di tengah kota tapi tidak kedengeran berisik jalanan lampu kamar terang sempurna dan toilet nya dilengkapi dengan shampo dan sabun dari dove sarapan dengan kapasitas tidak terlalu besar tapi disediakan ruang meeting disebelah restoran untuk tempat makan kapasitas 1 meja di design untuk 4 orang membuat orang yang solo sendiri mengisi kapasitas 4 jadi tidak efektif apalagi tipikal orang kita yang tidak terbiasa berbaur berbagi semeja dalam sarapan padahal diluar negara kita sudah biasa jika solo sendiri berbagi meja makan
Arif Ramdhan Achmad,3,5,hotel 3 star dengan nuansa kamar yang nyaman dan terkesan mewah fasilitas kamar lengkap dan bersih pelayanan ramah dan helpfully untuk makanan standar hotel 3 star hanya saja untuk nasi putih keras dan kering kurang cocok untuk anak kecil overall sudah oke hanya saja butuh beberapa perbaikan kedepannya
Assyifa Reyhannisa,62,5,nice stay during holiday kamarnya nyaman bersih seluruh staff ramah ada fasilitas gym 24 jam sarapannya juga enak enak
Ivah sari,2,5,nginep di holiday inn express bener bener puas banget kamarnya bersih rapi dan kasurnya super nyaman stafnya juga ramah semua dari resepsionis sampai bagian sarapan semuanya helpful banget lokasinya strategis deket ke banyak tempat jadi gampang banget kalau mau jalan atau cari makan sarapannya juga variatif dan rasanya enak overall pengalaman nginep di sini tuh nyaman banget dan worth it kalau ke kota ini lagi pasti bakal balik ke holiday inn express tanpa mikir dua kali
Hafiz Putra,1,5,staf di area sarapan yang ramah menyapa dengan senyum dan cepat melayani permintaan dan membuat suasana yang lebih menyenangkan such a wonderful service from rama on the breakfast he s good guy
Lynette Darwing,3,5,hospitality sangat baik all staff ramah kamar nyaman dan bersih semua perlatan bersih tidak ada noda makanan enak nyaman untuk long stay
MUHAMMAD ARIEF SATEJO KINADY,94,5,alhamdulillah senang sekali mendapatkan pelayanan yang paripurna di holiday inn express saya suka menu breakfast khususnya menu salad sayur dan buahnya fress dan pasta sambalnya saat buanget kalau bicara kamar bersih dan nyaman ac dingin dan bersih dari hotel akses ke jalan raya enak banget dekat masjid raya semarang tambah kalau mau olah raga jalan santai keliling alun alun asyik saat dech kalau mau bermalam di sini
Dian Maharini,1,5,kamar nya dari awal masuk sudah bersih dan sangat rapi layanan nya juga sangat ramah kepada seluruh orang untuk sarapan sudah top lengkap dan enak enak semua apalagi untuk lokasi deket simpang lima jadi kalau mau jajan
Sari Purwoning Tyas,34,5,hotel yang nyaman dengan harga terjangkau di tengah kota tidak ribet dekat dengan pusat keramaian terimakasih kak naida yang ramah sigap membantu
Farel Smky13,1,5,alhamdulillah senang sekali mendapatkan pelayanan yang paripurna di holiday inn express saya suka menu breakfast khususnya menu salad sayur dan buahnya fress dan pasta sambalnya saat buanget kalau bicara kamar bersih dan nyaman ac dingin dan bersih
Ratna Indryardhini,3,5,kamar kemarin sempat dapet yang merokok tapi petugas nya gercep banget buat tukar kamar makanan okey lengkap
Yunita Jesstech,39,2,telpon yang tertera di google sama sekali tidak berfungsi terpaksa kami hrs datang walk masuk untuk suatu urusan yang seharusnya bisa beres via telp lorong lantai 14 spooky merinding dan berasa aura nya beda untuk sarapan menu nya biasa saja salad jagung rebus nya tidak segar sama sekali nasi goreng hambar kopi yang di hasilkan dari mesin pakai bean yang murah waitress yang jaga stand omelette kasian banget antriannya ngga berenti2 kerja sendirian dengan antrian panjang sampai keringetan antrian stand omelette terjadi karena menu nya ngga ada pilihan dan untuk receptionis nya ngga helpfull sama sekali pesan 4 kamar smoking yang sudah kami byr lewat traveloka mau di anjurkan ke hotel lain dengan alasan kamar yang available yang smoking lah kan emang kita pesan nya yang smoking
Linda Linda,16,5,lokasi strategis di area simpang lima banyak tempat makan di sekitar juga dekat toko oleh oleh hotelnya bersih compact affordable price free breakfast dengan staff yang ramah full service kamar bathroom cukup luas hanya parkir yang terbatas namun bisa free valet service
tiara sekar dewi,6,5,lokasinya sangat strategis saat di simpanglima semarang untuk kamarnya juga bersih wangi sangat nyaman buat menginap makanannya enak enak gaada yang gaenak staff hotelnya juga ramah ramah
Alifian Dias,3,5,pelayanan yang sangat baik dari staff hotel holiday inn express semarang hotelnya bersih menu breakfast juga enak dan memuaskan sangat rekomen sekali untuk menginap disini
tia andita,3,4,kamarnya nyaman enak nyaman tidak horor sih tentunya lokasinya juga strategis kemana mana deket tapi saat breakfast kursinya selalu rebutan dan penataannya agak lambat mungkin bisa di perbaiki
hety mayasari,56,5,compact hotel cocok untuk melepas penat setelah explore kota semarang dan sekitarnya atau perjalanan bisnis kamar nyaman sarapan enak variasi cukup untuk sarapan lokasi strategis dekat simpang lima staff ramah hanya untuk parkir sepertinya terbatas ya
Ferdian Hanif Dwiananta,143,5,kamar dapat corner city view keren kamarnya nyaman bersih hanya tidak ada shower jet layanan sangat baik staf dari mulai satpam hingga di resto ramah dan sangat melayani lokasi strategis dekat dengan simpang lima
Sunita Sriloka,5,5,saya inap di lantai 11 view nya bagus banget kamarnya bersih nyaman saya suka dengan pelayanannya ramah staff staff nya saran di bagian basement ketika ada tamu menginap baiknya didampingi karena khusus tamu baru menginap ada kebingungan parkir ketika tidak satu security pun berjaga di basement over all pelayanannya sudah oke
prima S,4,5,kamarnya bersih rapi dan wangi petugasnya ramah makanannya lumayan lengkap dan enak sekali dekat simpang lima dan tempat belanja
widjie ferdian,3,5,hotel nyaman pelayanan ramah dan cocok dan recomded apalagi saat kamar hadap ke timur pagi hari bisa dapet sunrise ny perkotaan joss
