User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
senggo praduto,2025,5,langganan tiap akhir tahun hotelnya mantap banget buat yang ada acara di sunter kamar buat kerja oke pelayanan ramah dan solutif sat set nama mas rizqi semoga sehat selalu mas rizqi tulus melayani kami,KOMPETITOR,Bintang 3,IbisStylesJakartaSunter,positive,0.9992548823356628,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (0.99); Staff Conduct & Hospitality (0.99); Service Quality (0.99)
Andika Purnomo,2025,5,pertama kali menginap di sini hotelnya nyaman bersih tenang dan staf2nya sangat membantu dan ramah makananya juga enak dan variatif ini termasuk hotel ibis yang makananya enak dan variasinya banyak dibandingkan dengan hotel2 ibis lainya yang pernah saya kunjungi terima kasih chef nano chef sanjaya dan seluruh staf terimakasih atas pelayananya selama saya tinggal di sini bertemu lagi lain kali,KOMPETITOR,Bintang 3,IbisStylesJakartaSunter,positive,0.9992517828941345,Staff Conduct & Hospitality,"Staff Conduct & Hospitality (1.00); Cleanliness, Hygiene & Maintenance (1.00); Service Quality (1.00)"
Aprilia MP,2025,1,ketinggalan 3 barang dikamar dan tidak ada informasi sekali lagi ketika saya sudah cek keluar pada hari tersebut sehingga saya harus berbicara duluan ke pihak hotel untuk menanyakan tentang barang ketinggalan dan ternyata jawaban yang saya dapat tidak sesuai,KOMPETITOR,Bintang 3,IbisStylesJakartaSunter,negative,0.9916006326675415,Check in/out Experience,Check in/out Experience (0.59); Guest Experience (0.48); Booking & Reservation Experience (0.38)
tobias sunarga,2025,5,layak sih dengan harga kamar bersih dan wangi yang paling gong sarapannya enak enakk dan bervariasi staf ramah dan gercep semua akan datang di sini lagi jika ada acara sekitaran sunter,KOMPETITOR,Bintang 3,IbisStylesJakartaSunter,positive,0.9989075660705566,Facilities & Amenities,Facilities & Amenities (1.00); Service Quality (0.99); Staff Conduct & Hospitality (0.99)
Mommy Bapontar,2025,1,menginap ke 4x kesni tapi saya sungguh kecewa 3x tinggal di sini selalu upgrade ke kamar keluarga dengan alasan ada xbox skg tinggal di sini karena permintaan anak ingin di sini karena ada xbox ternyata xbox cuma 1 dan jam siapa cepat memesan dia dapat padahal manfaat dari kamar keluarga dikamar mendapatkan xbox sayangnya karena sudah tidak ada jadi agak menyesal memperbaiki ambil kamar lain atau di mercure alam sutra itu jadi keluarga kamar teman tema cuma 2 jadi ya wajar xbox nya cuma 2 ini kamar keluarga lebih dari 1 tapi xbox cuma satu seppele tapi setidaknya tolong diinfokan lebih awal,KOMPETITOR,Bintang 3,IbisStylesJakartaSunter,negative,0.9987282156944275,Facilities & Amenities,Facilities & Amenities (0.67); Booking & Reservation Experience (0.66); Family & Group Friendly (0.65)
aileen,2025,4,Wah memuaskan sekali untuk menginap pertama saya di sini ada resepsi baru saya melihat nama saya mba evelin sangat membantu sekali menyambut saya saat baru masuk dan staf resto juga sangat ramah serta menu sarapan sangat mantap pekerjaan bagus ibis sunter,KOMPETITOR,Bintang 3,IbisStylesJakartaSunter,positive,0.9993008375167847,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.99); Food & Beverage (0.98); Guest Experience (0.97)
Berton Deviano,2025,5,sangat hangat dan membantu layanan dan hotel terima kasih buat mas rizqi dari tim resepsi sudah dibantu dengan pelayanan yang ramah,KOMPETITOR,Bintang 3,IbisStylesJakartaSunter,positive,0.9983635544776917,Staff Conduct & Hospitality,Staff Conduct & Hospitality (1.00); Facilities & Amenities (0.99); Guest Experience (0.99)
synthya emily,2025,5,Salah satu rekomendasi hotel dekat RS jec dengan pelayanan yang sangat cepat merespon terutama mba eveline bagian resepsi yang membantu mengarahkan dan pastinya kamar yang bersih,KOMPETITOR,Bintang 3,IbisStylesJakartaSunter,positive,0.9991664886474609,Service Efficiency & Responsiveness,"Service Efficiency & Responsiveness (1.00); Service Quality (1.00); Cleanliness, Hygiene & Maintenance (1.00)"
Yelina Ivone,2025,3,ruang kamar cukup luas tapi bau kamar apek dan lembab seperti tidak ada ventilasi yang baik walau secara ruangan besar dan kasur jg king size bed sangat tidak menyenangkan linen kasur entah kenapa kusam dan lembab jadi ketika tidur baju saya jadi lembab basah,KOMPETITOR,Bintang 3,IbisStylesJakartaSunter,negative,0.9965988993644714,Facilities & Amenities,Facilities & Amenities (0.80); Guest Experience (0.72); Ambience & Design (0.57)
Rais Business,2025,5,Ada lapangan bulutangkis nya mantap yang hobi nya tepok bulu tidak usah jauh2,KOMPETITOR,Bintang 3,IbisStylesJakartaSunter,positive,0.9981862902641296,Facilities & Amenities,Facilities & Amenities (0.96); Cultural & Heritage Experience (0.69); Sustainability & Environmental Quality (0.56)
