User Name,Review Count,Rating,Review Text
Martin Latifah,20,2,masuk kamar cium aroma kamar yang jarang dipakai kecil kamar nya handuk warna sudah tidak putih lg tidak tersedia air mineral didlm kamar harus isi ulang dilorong parkiran mobil sempit menu sarapan yang itu itu saja dan kurang enak nginep 3 malam disini kayaknya g akan balik lg kesini
Grace tana,15,5,the staffs were really accommodating and helpful however i agree with the other hotel guest regarding the cleanliness of the bedding though i just learn regarding ibis efforts to stay sustainable which is helpful to know when we came into the room we could see some stains we later asked for a change and the staff were really accommodating masuk changing the bed sheet per request overall it was a great stay
dewi agustina,1,5,liburan 1 minggu di yogya terasa senang banget pokoknya ajak keluarga di hotel ibis style tempatnya nyaman enak ramah semua petugasnya mulai dari bagian informasi pelayanan makanan di restorannya pelayanan hotel sampai juga ke security nya yang bernama pak kamto semuanya ramah dan baik next time klo ke yogya lagi mau menginap di sini lagi sukses selalu hotel ibis styles jogya
evita anugraini,28,4,honestly dari sisi servicenya bagus breakfast menu juga okey room juga rapi cuma sepertinya sprei sarung bantal tidak diganti kalau tidak request di kamar mandi sih ada notified kalau tidak diganti untuk mengurangi detergen dll tapi better pakai yang detergen yang ecofriendly banyak kok sempet tahu kalau ada noda di sprei tertutup selimut dan langsung di ganti sama housekeeper cumaa kok nunggu request kan harusnya kalau tamu sebelumnya co langsung ganti saja tidak sih mohon dijadikan evaluasi yaa
dahlia a,6,3,perlengkapan kamar tidak lengkap kok bisa kehabisan sabun d kamar mandi padahal saya baru checkin apa tidak d cek terlebih dahulu saat tamu sblum ny checkout
Ronald,385,4,kamar cukup luas hanya sayang hanya ada raining shower saja sehingga unthk muslim agak susah untuk ambil air wudhu sarapan rasanya b saja kurang berbumbu namun hntuk variasi cukup tidak banyak tidak sedikit
1d's journey,8,5,pelayanan yang cukup oke hotelnya juga strategis deket dengan malioboro jadi jalan pun juga bisa ada atm juga di deket situ makanannya juga enaakk coffebreak oke tempat jufa oke
Sri widaningsih,165,5,kamar bersih aminities lengkap sarapan lumayan enak minus nya tidak dikasih air mineral dalem kamar oiya sprei sama selimutnya juga kayaknya sudah lama tidak di ganti baru ya agak kumel
lutfi azhari,4,5,tempat strategis dekat ke malioboro jalan kaki ke alun2 10 menit terima kasih pak kamto security pelayanan dan attitudenya baik
Deni Rahadiansyah,440,5,ruangannya legaa king bed bersih ada kulkas mini air mineral refill ambil sendiri di galon yang disediakan sarapannya biasa saja cukup lengkap ada minuman jahe hangat jamu beras kencur
A Soulisa,5,5,kebetulan saya member accor sehingga kemanapun saya pergi selalu mencari hotel di grup accor untuk tempat menginap minggu lalu sengaja saya pilih ibis styles untuk menginap 3 malam hotel ini sangat strategis dekat dari keramaian malioboro tetapi cukup ada jarak sehingga tetap terasa tenang semua kebutuhan traveler tersedia di jarak sangat dekat dari hotel mart makan laundry masjid oleh oleh dll pelayanan sangat ramah dan cekatan mulai dari reception restoran bar di rooftop dan housekeeping semua hampir sempurna menu untuk breakfastnya cukup bervariasi dan enak enak roof top barnya juga menjadi tempat menyenangkan untuk bersantai singkatnya apa yang ditawarkan dan diberikan hotel ini sangat sesuai dengan harga yang saya bayar bahkan bisa dibilang murah bicara peningkatan layanan mungkin untuk kedepan bisa dilakukan upgrading layanan entertainment di kamar tv dua jempol saya untuk ibis styles yogyakarta dan para staffnya
Nadia Safitri,5,5,pengalaman menginap di ibis jogja sangat menyenangkan pesan kamar superior di upgrade jadi kamar type family dengan balkon dan bathtub pelayanannya bagus banget staffnya ramah2 tidak ada kendala apapun lokasi juga dekat dengan malioboro kamar nyaman bersih
Elin Fitriyani,14,5,kamarnya bagus syangnya tidak ada colokan disetiap samping t4 tidur harus colok jauh tpi buat jadi titik jalan ke malioboro itu dekat saat banget
Adi Prasetya,2,5,kamar bersih toilet bersih sarapan oke handuk bersih setiap hari diganti kasurnya empuk nyaman sip
Agung Abdilah,2,5,dapat kamar pojok kamar bersih kasur nyaman empuk wangi kamar mandi bersih shower bersih air hangat lancar
Jimmy Situngkir,5,5,pengalaman menginap 4 malam yang menyenangkan kebersihan dan kualitas kamar terjaga dengan baik lokasi hotel dekat dengan malioboro hanya sekitar 300 meter dari malioboro selanjutnya pelayanan dari petugas hotel juga baik kami merasa nyaman dengan pelayanan hotel salah satunya pak kamto petugas security yang membantu kami memarkir mobil menjadi lebih nyaman terima kasih ibis style malioboro pasti kami akan kembali
bella rismawanti,4,5,hotel bintang 3 yang cukup nyaman dibanding hotel sekelasnya harganya affordable dengan fasilitas yang cukup lengkap menginap disini selama 4 hari 3 malam sangat nyaman semua staff hotel sudah menerapkan service excellence cuma sedikit masukan untuk menu breakfast stand dessert nya lebih divariasikan lagi atau menu nya dibuat berbeda setiap hrinya seperti main course tapi overall enak
Ade Akbar,2,4,non smoking room tapi bau rokok sudah dilakukan penanganan tapi tetap msh tercium untuk 2orang tapi sikat gigi tersedia cuma 1 di kamar banyak semut breakfastnya sangat memuaskan stafnya sopan dan cepat merespons keluhan
Vonny Candra,168,4,lokasi strategis proses check masuk lumayan satset pelayanan f b attendant kurang baik pada waktu breakfast masa saya lagi ngunyah makan saya dan masih ada lauk di piring saya mau diangkat piringnya
Aufan Wahid,1,5,pelayanan bagus kasur bersih kamar nyaman meeting room oke sarapan sip tersedia handuk bersih dan air panas lobby bersih tq ibis
Arya Pradipta,1,5,a very comfortable and clean hotel the staff are friendly helpful and welcoming the location is strategic and easy to access highly recommended for both business and leisure stays
fariz zulhilmi,5,1,dear respected gm i just to the point i got some bad news for ur hotel 1 i was checking masuk today and i got room on the fourth floor and the smell was not god cigarette smell very strong 2 i got move room but still bad there is no hot water on the shower telephone doesn t work please i am tired need rest but got room like this everyone knew u are chain hotel international and please do the standard hope this advise being ur attention to do the standard hotel terima kasih
Nour Elaraby,87,1,i ve stayed at ibis styles masuk several countries and always had better experiences so i was expecting the same here unfortunately this stay was quite disappointing we booked two nights and i m glad it wasn t longer the room was not clean and had a constant strong damp smell there was no source of fresh air the air conditioning was working but didn t refresh the air which made the musty smell even worse the bathroom floor became completely flooded after a shower making it dangerously slippery on a positive note the reception staff were very polite and kind with better cleanliness ventilation and maintenance this hotel could offer a much better experience
Sreekanth,188,4,the bedsheet hygiene was not good visible stains observed they gave good welcome fruits for platinum member service is excellent everyone treated me like a king always laughing and greeting is a very great hospitable behaviour used 2k points for stay lunch dinner no body lotion available
nnrprtmo,1,5,kamar nyaman kasur bersih ada tempat bermain anak dilobby staff ramah toilet bersih pelayanan request cepat
masse oktarudin,116,5,alhamdulillah servis baik makanan enak jarak ke stasiun deket pokoknya mantab dah kami ada meeting 2 hari disana makan siangnya enak sesuai lidah jawa
Mama Linawati,3,5,sungguh luar biasa workout di curves wlpn hny 30 minta tapi terasa sekali manfaatnya untuk kesehatan tubuh
ANGGUN DWI ASTININGSIH,75,3,sebenarnya hotelnya bagus mewah interiornya bagus estetik lokasi strategis di jalan dagen malioboro ke malioboro tinggal jalan kaki saja bisa hanya saja saya datang sudah sore jam 17 00 wib 5 sore kondisi dari perjalanan jauh sampai hotel harapannya langsung bisa ke kamar karena bareng keluarga ada orangtua juga tetapi kamar belum siap padahal sudah sore kata resepsionisnya masih disiapkan karena ada request twin bed dijadikan satu padahal saya bebas klo twin jg gapapa walaupun misal ada requestan seperti itu harusnya sudah disiapkan sebelum jam 14 00 wib kalau pengunjung kan checkout jam 12 00 wib ada rentang waktu 2 jam untup membereskan merapihkan kalau pengunjung telat checkout didenda ini pengunjung suruh nunggu sekitar hampir 1 jam kamar disiapkan tapi pihak hotel ngga di denda ngga kena punishment apa apa sudah nunggu lama baru masuk kamar maghrib kondisi sudah lelah mau depatpun percuma pihak hotel gamau disalahkan kalau saya nunggu masih bisa tapi ada orangtua yang pengen sampai langsung istirahat malah masih disuruh nunggu sekelas ibis hotel saya kira pelayanannya cepat tetapi kenyataannya seperti ini semoga hanya saya saja yang mengalami selain itu juga masuk kamar hotel untuk perlengkapan sikat gigi hanya satu handuk 2 dan sandal hotel cuma 1 padahal 1 kamar untuk 2 orang kamarnya tergolong bagus lengkap ada kulkas mininya untuk minum disediakam botol kaca dan air minum mengambil air galon di depan kamar setiap lorong sekarang tersedia air galon mineral katanya untuk mengurangi sampah plastik kolam renangnya bagus di lantai 7 pemandangannya juga bagus saya pesan 3 kamar untuk keluarga lumayan di hari weekend dan libur sekolah dengan harga 700rb kamar dapat sarapan tiap kamar 2 orang makanannya enak dan variatif banyak macamnya minumannya juga ada beberapa macam harapannya sekelas hotel ibis semuanya bagus jadi saya sekeluarga percaya dengan hotel ini yang sudah terkenal dimana mana tetapi saat ndilalah waktu itu weekend untuk pelayanan dan kesiapan kamar yang harus diperhatikan lagi untuk lebih siap supaya tidak ada pengunjung lain yang nasibnya seperti saya terimakasih
Akbar Pandu,19,3,makan malam menunya pedes semua untuk orang yang sama sekali tidak toleran terhadap pedas sangat menyiksa tolong dievaluasi
Nurul Hidayati,146,5,hotel strategis tidak begitu jauh berjalan ke malioboro pakai becak motor hanya bayar 10rb udah keliling suka sama rooftop hotelnya view nya keren pizza nya enak di bar harga 70rb overall pegawai hotel sangat baik pelayanan dan ramah2 sekali terima kasih banyak
Efi EA,1,5,menginap 3 malam di hotel ini staff ramah helpfull awalnya 2 malam akhirnya tambah 1 malam karena kamar queenbed nya habis jadi nya harus pindah kamar ke twin tapi bisa di satukan bed nya sandal cuma dapat sepasang sikat gigi juga cuma dapat 1 untungnya klo pergi pergi selalu bawa alat mandi sendiri malam ke 3 dpt kamar yang air di kamar mandinya kurang begitu hangat kendala di tv tidak bisa connect wifi tapi teknisi nya langsung datang sarapan enak cuma menu kurang variatif deket klo mo ke mallioboro banyak tempat makan juga di sekitar hotel becak juga banyak yang standby di deket hotel anak anak minta berenang pagi jam 6 masih sepi dan airnya dingin overall baik
Krisna Mulya,9,5,pelayanan dan fasilitas oke lokasi cukup strategis dekat dengan stasiun dan jalan malioboro akses parkir agak kecil
Galih Pasorong,112,5,tersedia ruang cukup besar untuk acara rapat atau pertemuan yang dapat menampung hingga 80 peserta ruangan cukup baik sound system tidak bermasalah dan penerangan cukup baik
B K,52,1,dirty and shabby rooms non existent staff don t expect a doorman to be present at any time the hotel seems to cater mainly to village people who may be easily impressed the hotel only accepts cashless payments one of the toilets was absolutely filthy and stunk badly i ve attached images below the carpet masuk the hallways also stunk of mildew the bathroom faucets were damaged and badly needed replacing the drain masuk one of the showers didn t work properly and so the floor was slippery and wet all of the time there are no curtains or drapes only pull down blinds horrible we will never return to any ibis styles property ever again horrible
Will,14,4,lokasinya lumayan strategis karena dekat dengan malioboro kamar dan kamar mandinya lumayan bersih disertai pemandangan yang indah karena saat itu saya dapat lantai yang lumayan tinggi fasilitas yang didapat adalah teko listrik dengan minuman saset dan tv
jimmy soemitro,317,4,untuk ukuran bintang 3 kamarnya spacious dan harga juga kemahalan lokasi strategis tapi sayangnya service jelek sekali breakfast juga monoton
Herry Soesetyo,2,5,kebetulan saya naik kereta api jadi sampek stasiun tinggal jalan sekitar 5mnt sudah sampek hotel letak strategis ke malioboro cuman 5mnt hotel bagus bersih dan nyaman pelayanan juga oke
MuhammadAriff,1,5,kamar bersih kasur bersih karyawan room boy sopan gercep toilet bersih
Aditya Yoga,2,5,kamar bersih kasur empuk nyaman sarapan parkiran kamar mandi bersih pool view bagus
Aurora Azzahra,5,5,pelayanan kepada tamu sangat memuaskan ramah dan baik banget makanan untuk breakfast sangat lengkap dan tertata rapi sampai ingin mengambil semua menu buat dicoba servis kamar cepat dan tanggap area hotel strategis banget deket sama malioboro jalan saja langsung sampaii pokoknya engga nyesel nginep di ibis style
R Leona,1,5,hotel yang sangat nyaman bersih untuk pelayanan bagus sangat ramah dekat dengan malioboro untuk breakfastnya juga terbaik rasanya
sarah aulia,3,5,saya sarah dari kamar 424 dan 425 sangat puas dengan pelayanan dan pengalaman menginap di hotel breakfast nya bervariasi dan enak terlebih security nya yang saya temui yaitu pak kamto itu sangan baik dan ramah sangat membantu dalam mencari becak dan merekomendasikan tempat
askar bramantyo95,1,5,kamar bersih handuk bersih pelayanan cepat sarapan oke tq ibis hijau
Rini Rizky Nursani Hunawa,15,5,semuanya okeh banget cuma masukan untuk pencahayaan kamar mungkin bisa ditambahkan lampu yang agak terang di spot kaca untuk makeup yah terimakasih
