User Name,Review Count,Rating,Review Text
Jahanzeb Fikri budiman,17,5,kamarnya luas enak bersih wangi kasur empuk cuma bantal jangan terlalu tebel saja layanan ramah murah senyum smua pegawainya makanannya lumayan enak buat sarapan kenyang kolam air dingin bgtt next bisa ad kolam air hangat mungkin ya syg banget kolam dewasa lg dibersihkn saat kesana lokasi deket kmn2
Ariyana Damayanti,1,5,staffnya baik banget gercep say pesen h 1 saat libur nataru minta connecting bener2 dikasih yang sebelumnya bilang full ternyata diusahakan kamar bagus luas dan bersih cuma minusnya satu kita dpt di lantai 2 dan tidak ada lift lumayan ngos2an untuk barang dibantuin bawa si sama petugas
Susii,1,5,bener sangat puass sekalii terimakasih buat inna hotel tretes very cool mulai saya datang disambut sama bapak security yang ramah sopan dulu pertama walk masuk kesana dikasih rekomendasi yang sangat puas dengan keinginan saya terimakasihh bapak rido sudah 3x kesana tiap hari sabtu sore selalu bertemu sama bapak security dua ini pak heri sama pak rido terimakasihh banyaak maaf kalau dulu pertama kesana saya kira bapaknya sebagai bellboy ternyata security sehat panjang umur ya buat bapak security inna hotel tretes see yoou recomend banget soalnya saya sama suami suka tempat yang masih menyatu dengan alam view nya untuk kamar yang deluxe lantai 2 nya sangat baguss sekali semoga menjadi langganan terus sampai punya anak nantii sukses terus buat inna hotel tretes
CG,4,5,pelayanan receptionis ramah semua pelayanan cepat setiap tahun selalu ada pembaruan kolam anak makin besar playground makin banyak breakfast oke semua petugas hotel ramah2 harga terjangkau recomend
nuraini noeki,5,5,tempatnya nyaman bersih pemandangannya bagus dan juga pelayanannya ramah dan memuaskan terutama pihak security yang bernama mas ridho yang sangat membantu saat alarm mobil saya eror membantu mencari menyebab eror hingga membantu menemukan solusi terima kasih mas ridho dan pihak ina teretes hotel
Cio Eunsang,1,5,nginep semalem disini oke makanan buffet breakfastnya juga enak enak service di resto juga oke banget pemandangannya sangat indah lumayan nyaman disini tolong ditingkatkan lagi kebersihan lingkungannya saja
adi saputro,1,5,pelayanan stafnya sangat ramah dan membantu kamar bersih nyaman dan pemandangannya indah lokasinya strategis dan dekat dengan tempat wisata sangat merekomendasikan hotel ini stafnya luar biasa fasilitasnya lengkap dan suasananya sangat tenang makanan di restoran enak enak dan harganya terjangkau sangat recomend juga ada 2 caffe yang pemandangannya bikin candu sekitar kolam juga ada rumah pohon 2 kolam anak anak dan playground ada goa jepangnya juga secara keseluruhan pengalaman menginap sangat menyenangkan karena staf yang profesional dan fasilitas yang memadai fasilitas kolam renang cafe restoran wi fi dll pelayanan kecepatan respon staff keramahan profesionalisme kamar kebersihan ukuran kenyamanan pemandangan lokasi kedekatan dengan tempat wisata akses transportasi
Lita Mutiarani,3,5,over all oke akan tetapi untuk pemesanan makanan sampai jadi lama banget dari berenang sampe kering sampe minuman habis belum jadi2 mohon di perbaiki kembali ya see u nex time tetep recomend
Rimba Andrian,4,5,udah beberapa nginep di hotel ini emang udah jadi langganan bareng keluarga soalnya berasa sejuk dan seger apalagi deket alam jadi nuansa alaminya berasa banget stafnya juga sangat membantu bawa barang kami kolam renangnya beuh seger banget makanan di cafe dan restonya juga affordable yang favorit di cafenya tuh nasi goreng daun jeruk disantap dengan menikmati suasana alam cocok banget pokoknya disini udah tempat wajib kalau liburan soalnya mau kemana juga deket
Alda Chelsia,4,3,kamar nya perlu peremajaan seperti bathup nya perlu diganti karena ngelopek semua layanan resepsionis mba rasti apa siapa gitu namanya sangat amat bagus ramah layanan restorannya mba yang gendut sangat ramah dan mba yang kurus tinggi berkerudung cemberut saja makanan nya sedikit cuma pilih salah satu menu makanan misal ada nasi rawon nasi soto nasi pecel jadi harus pilih salah satu trs buah ada semangka dan melon trs ada roti kecil kecil 2 varian kurang enak layanan restoran antar ke kamar beli chesee burger 69k g enak gosong atos nampannya kotor sampek rotinya saja ngelupas ngelupas g utuh wijennya
