User Name,Review Count,Rating,Review Text
Mckatog DP,36,5,hotel bintang 3 harga bintang 4 tapi sangat masuk akal karena pegawainya sopan2 tidak kalah sama pelayanan hotel bintang 5 secara hotel ini recomended mengingat lokasi nya sangat strategis untuk akses ke malioboro cukup berjalan kurang dari 5 menit udah bisa menikmati hiruk pikuknya keramaian malioboro untuk sarapan sudah tersedia makanan tradisional yogya gudeg yang legend tinggal snack nya saja menurut saya yang suka jajanan tradisional waktu tgl 16 desember 25 tidak tersedia di resto next nginap d situ mudah2an ada overall oke lah bisa dicoba lagi klo ke yogya
Fariez Nurkholiq Ashshiddiqie,138,4,hotelnya bagus pelayanan ramah suka karena disediakan alquran dan sajadah di kamar ukuran kamar juga cukup luas tidak bisa kasih full 5 bintang karena kebetulan dapat kamar yang air panasnya tidak ngalir tapi di kamar teman infonya lancar saja sudah panggil petugas bisa tapi saat dicoba sendiri tetap tidak ngalir tapi overall memuaskan
Rio Yusuf,4,5,baru kali ini nginep di hotel bukan termasuk bintang 5 tapi pelayanannya super ramah sekali mulai dari security resto resepsionis semua nya tidak ada yang gagal untuk kamar sangat bersih tapi sayang dipan nya ngejeblos kebawah saat di tidurin jadi kasur otomatis keangkat sedikit untuk lokasi strategis sekali sepertinya next liburan kejogja mau singgah ke hotel ini lagi
aurelia valen,11,3,hotelnya over all bgus lokasi juga deket sekali dengan malioboro hanya saya klo untuk pengguna grab mesti xtra sabar karna nunggu lama sekali dan sering di cancel dengan alasan jalan malioboro macet ditutup jadi susah klo mau pergi2
sarah,22,5,first time ke jogja inap di hotel khas untuk sarapannya enak lengkap krna saya pecinta makanan sereal yang ini lemgkap smpai 3 macam cco crunch honey star dan jagung nasi goreng dan lauk lainnya enak dan segar semua kamar bersih dan gongnya untuk jaringan tv dan wifinya kencang dan cukup puass inap disini apalg lengkap dengan sejadah dan al quran tinggalin sepatu di sana biar bjsa kembali ke jogja
fx alvin k,25,4,lokasi cukup dekat jl malioboro tinggal jalan kaki 5 menit service oke dengan menu breakfast yang cukup oke juga ruang kamar oke bersih nyaman tv berfungsi dengan baik mau youtube dll kasur bantal empuk selimut tebat hanya saja kamar mandi tidak bisa di kunci dan luas ruangan cukupan saja
255_fabian setyawan,12,4,hotelnya bagus pelayanya tamah tapi aku nunggu check masuk dari jam 2 sampai jam 4 harusnya sesuai jadwal jam 2 udah ready semua
den yoga,147,5,deket sih dengan malioboro banyak tamu dengan bus ke hotel ini terutama saat sarapan terlihat sering penuh orang or malah sempat harus antri padahal hanya untuk sarapan untuk orang yang butuh tempat nginap dekat dengan titik nol malioboro saat sih milih sini
Chairani Syahputri,66,5,hotel yang recommended untuk menginap di sekitaran malioboro harga terjangkau staf ramah pelayanan oke sarapan bervariasi kebersihan jg oke mo ke malioboro tinggal jalan tidak smpe 10 menit kami pesan kamar dengan breakfast hari terkahir menginap km minta sarapan dbungkus karena pesawat pagi alhamdulillah staf responnya cepat dan terbantu banget dengan sarapan nya
Mega Arina,7,1,kamar lumayan bersih handuk seperti sudah lamaa tidak diganti baru ac rusak tidak dingin cuma kipas udah coba dibenerin tapi tetep ngga dingin karena konslet jadi listrik kamar sampai padam 2x tv jg kadang eror pesen 2 kamar dan sama minus semua ac ngga dingin
Dewi Rezkiana Putri,105,5,dengan harga segitu terbayar dengan fasilitas yang bagus kamarnya super nyaman staffnya juga ramah banget aminities lengkap kalau mau jogging pagi atau jalan malam ke malioboro bisa bangett
Bernadeta R,155,5,lokasi mudah temukan walaupun di dalam gang bis bisa parkir di parkiran hotel kamar tidak terlalu luas tapi cukup nyaman kebetulan kamar tidak dpt view sarapan oke
Meirina Putri,37,5,hotel bintang 3 yang terletak sekitar 300 meter dari malioboro lokasi sangat strategis bisa jalan kaki ke malioboro atau naik becak kamarnya luas dan bersih ada corner untuk sholat di setiap kamar dan disediakan sajadah serta al quran breakfastnya juga cukup lengkap berbeda dengan hotel bintang 3 biasanya menu protein ada beberapa varian pilihan minuman lengkap dessert juga cukup banyak ada foods for kids parkiran besar hanya saja harganya memang cukup mahal untuk hotel bintang 3 waktu itu saya weekend di bukan juli harga 900 an per room
nophe20,16,3,lokasi no debat staff ramah dan helpful saya dan teman2 stay tgl 26 28 sep a n marice icha mungkin karena weekend harga yang kami dapatkan mahal untuk kelas 3 hotel kebersihan oke yang saya heran harga kamar 600an ribu room only tapi handuk yang diberikan sudah tipis dan pinggirannya banyak benang yang berurai bahkan tidak ada usaha sama sekali untuk digunting dulu benang2nya dan dijahit pinggirannya 600k kalau dibali sudah dapat htl 4 si area jl pantai kuta
Adi Soemarna,40,5,nyaman sih tapi mungkin karena hotel lama ya jadi fasilitasnya belum update
Vina,13,5,kemarin menginap d khas malioboro lokasi hotel sangat strategis dengan staff yang ramah ramah dan bertemu dengan mba geiska terima kasih khas malioboro next sebagai destinasi menginap kalau ke jogja lagi
Rizka Oktanaka,17,5,kamarnya bersih luas dan wangi suka banget apalagi viewnya langsung kota jogja bikin betah layanannya juga memuaskan semua staff ramah banget mulai dari bukain pintu mobil pintu lobby sampai di lobby nya mereka semua sangat welcome lokasi sangat dekat dengan pusat kota terutama titik 0 km kalau mau ke malioboro tinggal jalan kaki saja makanannya juga enak2 menu sarapan variatif dan fresh semua mulai dari makanna berat makanan ringan aneka bubur dessert kopi teh infused water dll ada semua disini
Nofriana Ulfha,12,1,karena saya tidak jadi berangkat ke jogja tgl 24 oktober 2025 saya mengajukan cancel tapi di tolak pihak hotel dengan alasan tidak bisa dicancel udah jelas di situ ada fitur cancelnya mengecewakan saja apalagi lewat aplikasi trip com
Dex Ecca,3,5,tidak begitu jauh dari malioboro pelayanan ramah2 sekali staff nya untuk kamarnya bener2 bersih dan untuk sarapan d resto menu variatif dan rasa nya lumayan enak tidak bakal nyesel nginep disini
Outbond Lembang Bandung,7,5,hotel nya baguss pelayanannya juga bagus semua nya bagus ka caca baik cantik terbaiikks sejauh ini saya suka bgtt khas jogja nya kerasa banget saat awal masuk ada aroma aroma khas gitu
Junita Indri,3,3,iya hotelnya bagus tetapi kamarnya terlalu kecil dan pelayanannya tidak komplit
Rahmandika Wijaya,2,5,tempatnya strategis deket dng pusat pariwisata malioboro pelayanan ramah dan masakannya enak cocok untuk rekomendasi dng keluarga
